,Prof paparazzi,t_paparazzi
2043,2029.0,1024.491
2044,2028.0,1024.997
2045,2028.0,1025.483
2046,2028.0,1025.982
2047,2028.0,1026.479
2048,2028.0,1026.991
2049,2560.0,1027.481
2050,2560.0,1027.985
2051,2560.0,1028.48
2052,2560.0,1028.977
2053,2560.0,1029.467
2054,2560.0,1029.965
2055,2560.0,1030.465
2056,2560.0,1030.966
2057,2560.0,1031.461
2058,2560.0,1031.962
2059,2560.0,1032.459
2060,2560.0,1032.968
2061,2560.0,1033.453
2062,2931.0,1033.955
2063,2931.0,1034.451
2064,2931.0,1034.953
2065,2931.0,1035.453
2066,2931.0,1035.946
2067,2931.0,1036.444
2068,2931.0,1036.949
2069,3245.0,1037.441
2070,3245.0,1037.941
2071,3245.0,1038.437
2072,3245.0,1038.945
2073,3245.0,1039.438
2074,3245.0,1039.936
2075,3245.0,1040.438
2076,3245.0,1040.937
2077,3245.0,1041.44
2078,3245.0,1041.938
2079,3245.0,1042.44
2080,3582.0,1042.938
2081,3582.0,1043.419
2082,3582.0,1043.94
2083,3582.0,1044.443
2084,3582.0,1044.942
2085,3582.0,1045.412
2086,3582.0,1045.911
2087,3582.0,1046.41
2088,3582.0,1046.908
2089,3582.0,1047.411
2090,3582.0,1047.919
2091,3585.0,1048.408
2092,3585.0,1048.905
2093,3585.0,1049.41
2094,3585.0,1049.904
2095,3585.0,1050.4
2096,3585.0,1050.908
2097,3585.0,1051.397
2098,3585.0,1051.895
2099,3585.0,1052.388
2100,3585.0,1052.886
2101,3585.0,1053.389
2102,3585.0,1053.895
2103,3585.0,1054.386
2104,3585.0,1054.884
2105,3585.0,1055.378
2106,3585.0,1055.881
2107,3585.0,1056.385
2108,3585.0,1056.876
2109,3585.0,1057.37
2110,3585.0,1057.875
2111,3585.0,1058.366
2112,3585.0,1058.868
2113,3585.0,1059.368
2114,3585.0,1059.869
2115,3585.0,1060.365
2116,3585.0,1060.857
2117,3585.0,1061.367
2118,3585.0,1061.857
2119,3585.0,1062.358
2120,3585.0,1062.86
2121,3585.0,1063.361
2122,3585.0,1063.852
2123,3585.0,1064.35
2124,3585.0,1064.851
2125,3585.0,1065.348
2126,3585.0,1065.839
2127,3585.0,1066.338
2128,3585.0,1066.838
2129,3585.0,1067.335
2130,3585.0,1067.832
2131,3585.0,1068.33
2132,3585.0,1068.842
2133,3585.0,1069.328
2134,3585.0,1069.831
2135,3585.0,1070.323
2136,3585.0,1070.827
2137,3585.0,1071.32
2138,3585.0,1071.817
2139,3585.0,1072.316
2140,3585.0,1072.818
2141,3585.0,1073.314
2142,3585.0,1073.812
2143,3585.0,1074.314
2144,3585.0,1074.819
2145,3585.0,1075.304
2146,3585.0,1075.816
2147,3585.0,1076.302
2148,3585.0,1076.804
2149,3585.0,1077.298
2150,3585.0,1077.8
2151,3585.0,1078.296
2152,3585.0,1078.793
2153,3585.0,1079.305
2154,3585.0,1079.792
2155,3585.0,1080.293
2156,3585.0,1080.795
2157,3585.0,1081.29
2158,148.0,1081.785
2159,148.0,1082.281
2160,148.0,1082.784
2161,148.0,1083.294
2162,148.0,1083.778
2163,148.0,1084.284
2164,148.0,1084.774
2165,0.0,1085.273
2166,0.0,1085.782
2167,0.0,1086.281
2168,0.0,1086.775
2169,0.0,1087.276
2170,0.0,1087.775
2171,0.0,1088.259
2172,0.0,1088.77
2173,0.0,1089.26
2174,0.0,1089.768
2175,0.0,1090.258
2176,0.0,1090.757
2177,0.0,1091.248
2178,0.0,1091.748
2179,0.0,1092.244
2180,0.0,1092.746
2181,0.0,1093.248
2182,0.0,1093.744
2183,0.0,1094.24
2184,0.0,1094.75
2185,0.0,1095.244
2186,0.0,1095.746
2187,0.0,1096.234
2188,0.0,1096.732
2189,0.0,1097.227
2190,0.0,1097.731
2191,0.0,1098.228
2192,0.0,1098.725
2193,0.0,1099.231
2194,0.0,1099.72
2195,0.0,1100.222
2196,0.0,1100.716
2197,0.0,1101.217
2198,0.0,1101.709
2199,0.0,1102.213
2200,0.0,1102.721
2201,0.0,1103.209
2202,0.0,1103.708
2203,0.0,1104.208
2204,0.0,1104.698
2205,0.0,1105.211
2206,0.0,1105.699
2207,0.0,1106.198
2208,0.0,1106.696
2209,0.0,1107.196
2210,0.0,1107.701
2211,0.0,1108.197
2212,0.0,1108.699
2213,0.0,1109.183
2214,0.0,1109.682
2215,0.0,1110.18
2216,0.0,1110.677
2217,0.0,1111.182
2218,0.0,1111.679
2219,0.0,1112.172
2220,0.0,1112.673
2221,0.0,1113.173
2222,0.0,1113.666
2223,0.0,1114.171
2224,0.0,1114.664
2225,0.0,1115.162
2226,0.0,1115.66
2227,0.0,1116.168
2228,0.0,1116.662
2229,0.0,1117.162
2230,0.0,1117.658
2231,0.0,1118.151
2232,0.0,1118.655
2233,0.0,1119.147
2234,0.0,1119.649
2235,0.0,1120.144
2236,0.0,1120.655
2237,0.0,1121.145
2238,0.0,1121.641
2239,0.0,1122.142
2240,0.0,1122.644
2241,0.0,1123.139
2242,0.0,1123.63
2243,0.0,1124.134
2244,0.0,1124.632
2245,0.0,1125.131
2246,0.0,1125.627
2247,0.0,1126.132
2248,0.0,1126.632
2249,0.0,1127.122
2250,0.0,1127.658
2251,0.0,1128.115
2252,0.0,1128.621
2253,0.0,1129.111
2254,0.0,1129.623
2255,0.0,1130.111
2256,0.0,1130.607
2257,0.0,1131.104
2258,0.0,1131.603
2259,0.0,1132.106
2260,0.0,1132.608
2261,0.0,1133.111
2262,0.0,1133.597
2263,0.0,1134.094
2264,0.0,1134.591
2265,0.0,1135.096
2266,0.0,1135.591
2267,0.0,1136.093
2268,0.0,1136.585
2269,0.0,1137.089
2270,0.0,1137.594
2271,0.0,1138.086
2272,0.0,1138.635
2273,0.0,1139.082
2274,0.0,1139.583
2275,0.0,1140.082
2276,0.0,1140.582
2277,0.0,1141.074
2278,0.0,1141.586
2279,0.0,1142.075
2280,0.0,1142.577
2281,0.0,1143.077
2282,0.0,1143.563
2283,0.0,1144.064
2284,0.0,1144.588
2285,0.0,1145.06
2286,0.0,1145.558
2287,0.0,1146.059
2288,0.0,1146.553
2289,0.0,1147.054
2290,0.0,1147.551
2291,0.0,1148.049
2292,0.0,1148.548
2293,0.0,1149.047
2294,0.0,1149.541
2295,0.0,1150.043
2296,0.0,1150.536
2297,0.0,1151.036
2298,0.0,1151.534
2299,0.0,1152.032
2300,0.0,1152.53
2301,0.0,1153.033
2302,0.0,1153.537
2303,0.0,1154.023
2304,0.0,1154.524
2305,0.0,1155.025
2306,0.0,1155.532
2307,0.0,1156.022
2308,0.0,1156.518
2309,0.0,1157.019
2310,0.0,1157.511
2311,0.0,1158.02
2312,0.0,1158.519
2313,0.0,1159.021
2314,0.0,1159.507
2315,0.0,1160.014
2316,0.0,1160.506
2317,0.0,1160.999
2318,0.0,1161.5
2319,0.0,1161.996
2320,0.0,1162.496
2321,0.0,1162.992
2322,0.0,1163.492
2323,0.0,1163.99
2324,0.0,1164.49
2325,0.0,1164.99
2326,0.0,1165.484
2327,0.0,1165.981
2328,0.0,1166.479
2329,0.0,1166.979
2330,0.0,1167.479
2331,0.0,1167.975
2332,0.0,1168.477
2333,0.0,1168.973
2334,0.0,1169.474
2335,0.0,1169.972
2336,0.0,1170.478
2337,0.0,1170.962
2338,0.0,1171.462
2339,0.0,1171.974
2340,0.0,1172.458
2341,0.0,1172.968
2342,0.0,1173.468
2343,0.0,1173.957
2344,0.0,1174.456
2345,0.0,1174.948
2346,0.0,1175.448
2347,0.0,1175.944
2348,0.0,1176.442
2349,0.0,1176.948
2350,0.0,1177.441
2351,0.0,1177.944
2352,0.0,1178.476
2353,0.0,1178.94
2354,0.0,1179.44
2355,0.0,1179.93
2356,0.0,1180.434
2357,0.0,1180.928
2358,0.0,1181.43
2359,0.0,1181.924
2360,0.0,1182.427
2361,0.0,1182.926
2362,0.0,1183.427
2363,0.0,1183.921
2364,0.0,1184.417
2365,0.0,1184.918
2366,0.0,1185.423
2367,0.0,1185.91
2368,0.0,1186.42
2369,0.0,1186.911
2370,0.0,1187.47
2371,0.0,1187.908
2372,0.0,1188.402
2373,0.0,1188.908
2374,0.0,1189.398
2375,0.0,1189.899
2376,0.0,1190.399
2377,0.0,1190.896
2378,0.0,1191.391
2379,0.0,1191.888
2380,0.0,1192.395
2381,0.0,1192.885
2382,0.0,1193.383
2383,0.0,1193.892
2384,0.0,1194.392
2385,0.0,1194.882
2386,0.0,1195.381
2387,0.0,1195.881
2388,0.0,1196.378
2389,0.0,1196.876
2390,0.0,1197.382
2391,0.0,1197.865
2392,0.0,1198.367
2393,0.0,1198.867
2394,0.0,1199.359
2395,0.0,1199.863
2396,0.0,1200.369
2397,0.0,1200.855
2398,0.0,1201.357
2399,0.0,1201.851
2400,0.0,1202.355
2401,0.0,1202.857
2402,0.0,1203.348
2403,0.0,1203.884
2404,0.0,1204.355
2405,0.0,1204.846
2406,0.0,1205.352
2407,0.0,1205.851
2408,0.0,1206.346
2409,0.0,1206.839
2410,0.0,1207.332
2411,0.0,1207.83
2412,0.0,1208.33
2413,0.0,1208.832
2414,0.0,1209.322
2415,0.0,1209.827
2416,0.0,1210.327
2417,0.0,1210.829
2418,0.0,1211.32
2419,0.0,1211.815
2420,0.0,1212.327
2421,0.0,1212.811
2422,0.0,1213.323
2423,0.0,1213.809
2424,0.0,1214.307
2425,0.0,1214.809
2426,0.0,1215.301
2427,0.0,1215.806
2428,0.0,1216.305
2429,0.0,1216.8
2430,0.0,1217.295
2431,0.0,1217.794
2432,0.0,1218.299
2433,0.0,1218.79
2434,0.0,1219.293
2435,0.0,1219.79
2436,0.0,1220.323
2437,0.0,1220.789
2438,0.0,1221.28
2439,0.0,1221.785
2440,0.0,1222.284
2441,0.0,1222.776
2442,0.0,1223.28
2443,0.0,1223.783
2444,0.0,1224.274
2445,0.0,1224.776
2446,0.0,1225.269
2447,0.0,1225.778
2448,0.0,1226.267
2449,0.0,1226.767
2450,0.0,1227.262
2451,0.0,1227.763
2452,0.0,1228.257
2453,0.0,1228.755
2454,0.0,1229.258
2455,0.0,1229.758
2456,0.0,1230.25
2457,0.0,1230.756
2458,0.0,1231.256
2459,0.0,1231.746
2460,0.0,1232.247
2461,0.0,1232.744
2462,0.0,1233.252
2463,0.0,1233.736
2464,0.0,1234.236
2465,0.0,1234.735
2466,0.0,1235.237
2467,0.0,1235.74
2468,0.0,1236.228
2469,0.0,1236.732
2470,0.0,1237.231
2471,0.0,1237.735
2472,0.0,1238.232
2473,0.0,1238.73
2474,0.0,1239.232
2475,0.0,1239.731
2476,0.0,1240.231
2477,0.0,1240.722
2478,0.0,1241.237
2479,0.0,1241.734
2480,0.0,1242.235
2481,0.0,1242.713
2482,0.0,1243.212
2483,0.0,1243.703
2484,0.0,1244.2
2485,0.0,1244.71
2486,0.0,1245.2
2487,0.0,1245.741
2488,0.0,1246.194
2489,0.0,1246.692
2490,0.0,1247.192
2491,0.0,1247.694
2492,0.0,1248.189
2493,0.0,1248.692
2494,0.0,1249.218
2495,0.0,1249.686
2496,0.0,1250.185
2497,0.0,1250.678
2498,0.0,1251.18
2499,0.0,1251.687
2500,0.0,1252.178
2501,0.0,1252.674
2502,0.0,1253.175
2503,0.0,1253.665
2504,0.0,1254.176
2505,0.0,1254.663
2506,0.0,1255.175
2507,0.0,1255.659
2508,0.0,1256.155
2509,0.0,1256.655
2510,0.0,1257.162
2511,0.0,1258.156
2512,0.0,1258.652
2513,0.0,1259.149
2514,0.0,1259.645
2515,0.0,1260.157
2516,0.0,1260.651
2517,0.0,1261.142
2518,0.0,1261.643
2519,0.0,1262.15
2520,0.0,1262.64
2521,0.0,1263.146
2522,0.0,1263.639
2523,0.0,1264.133
2524,0.0,1264.627
2525,0.0,1265.135
2526,0.0,1266.126
2527,0.0,1266.62
2528,0.0,1267.132
2529,0.0,1267.621
2530,0.0,1268.117
2531,0.0,1268.618
2532,0.0,1269.125
2533,0.0,1269.613
2534,0.0,1270.119
2535,0.0,1270.611
2536,0.0,1271.111
2537,0.0,1271.608
2538,0.0,1272.105
2539,0.0,1272.6
2540,0.0,1273.103
2541,0.0,1273.6
2542,0.0,1274.099
2543,0.0,1274.597
2544,0.0,1275.103
2545,0.0,1275.596
2546,0.0,1276.088
2547,0.0,1276.598
2548,0.0,1277.095
2549,0.0,1277.584
2550,0.0,1278.08
2551,0.0,1278.584
2552,0.0,1279.081
2553,0.0,1279.575
2554,0.0,1280.076
2555,0.0,1280.576
2556,0.0,1281.085
2557,0.0,1281.574
2558,0.0,1282.069
2559,0.0,1282.568
2560,0.0,1283.07
2561,0.0,1283.561
2562,0.0,1284.064
2563,0.0,1284.561
2564,0.0,1285.059
2565,0.0,1285.553
2566,0.0,1286.06
2567,0.0,1286.552
2568,0.0,1287.051
2569,0.0,1287.547
2570,0.0,1288.057
2571,0.0,1288.544
2572,0.0,1289.045
2573,0.0,1289.54
2574,0.0,1290.039
2575,0.0,1290.541
2576,0.0,1291.047
2577,0.0,1291.537
2578,0.0,1292.036
2579,0.0,1292.53
2580,0.0,1293.041
2581,0.0,1293.532
2582,0.0,1294.024
2583,0.0,1294.525
2584,0.0,1295.024
2585,0.0,1295.523
2586,0.0,1296.019
2587,0.0,1296.514
2588,0.0,1297.011
2589,0.0,1297.511
2590,0.0,1298.009
2591,0.0,1298.506
2592,0.0,1299.018
2593,0.0,1299.508
2594,0.0,1300.007
2595,0.0,1300.499
2596,0.0,1301.0
2597,0.0,1301.498
2598,0.0,1301.992
2599,0.0,1302.498
2600,0.0,1302.995
2601,0.0,1303.487
2602,0.0,1303.985
2603,0.0,1304.501
2604,0.0,1304.995
2605,0.0,1305.983
2606,0.0,1306.479
2607,0.0,1306.979
2608,0.0,1307.475
2609,0.0,1307.986
2610,0.0,1308.468
2611,0.0,1308.975
2612,0.0,1309.469
2613,0.0,1309.965
2614,0.0,1310.463
2615,0.0,1310.968
2616,0.0,1311.464
2617,0.0,1311.957
2618,0.0,1312.454
2619,0.0,1312.957
2620,0.0,1313.456
2621,0.0,1313.964
2622,0.0,1314.447
2623,0.0,1314.95
2624,0.0,1315.443
2625,0.0,1315.947
2626,0.0,1316.446
2627,0.0,1316.951
2628,0.0,1317.435
2629,0.0,1317.949
2630,0.0,1318.434
2631,0.0,1318.932
2632,0.0,1319.435
2633,0.0,1319.942
2634,0.0,1320.435
2635,0.0,1320.929
2636,0.0,1321.422
2637,0.0,1321.932
2638,0.0,1322.418
2639,0.0,1322.931
2640,0.0,1323.42
2641,0.0,1323.916
2642,0.0,1324.423
2643,0.0,1324.921
2644,0.0,1325.413
2645,0.0,1325.907
2646,0.0,1326.409
2647,0.0,1326.906
2648,0.0,1327.401
2649,0.0,1327.904
2650,0.0,1328.408
2651,0.0,1328.898
2652,0.0,1329.393
2653,0.0,1329.897
2654,0.0,1330.39
2655,0.0,1330.892
2656,0.0,1331.4
2657,0.0,1331.914
2658,0.0,1332.39
2659,0.0,1332.882
2660,0.0,1333.381
2661,0.0,1333.881
2662,0.0,1334.379
2663,0.0,1334.887
2664,0.0,1335.381
2665,0.0,1335.872
2666,0.0,1336.382
2667,0.0,1336.873
2668,0.0,1337.387
2669,0.0,1337.885
2670,0.0,1338.376
2671,0.0,1338.864
2672,0.0,1339.36
2673,0.0,1339.858
2674,0.0,1340.358
2675,0.0,1340.853
2676,0.0,1341.353
2677,0.0,1341.857
2678,0.0,1342.351
2679,0.0,1342.849
2680,0.0,1343.345
2681,0.0,1343.849
2682,0.0,1344.348
2683,0.0,1344.845
2684,0.0,1345.339
2685,0.0,1345.837
2686,0.0,1346.337
2687,0.0,1346.845
2688,0.0,1347.332
2689,0.0,1347.844
2690,0.0,1348.328
2691,0.0,1348.831
2692,0.0,1349.325
2693,0.0,1349.828
2694,0.0,1350.319
2695,0.0,1350.82
2696,0.0,1351.323
2697,0.0,1351.819
2698,0.0,1352.32
2699,0.0,1352.814
2700,0.0,1353.315
2701,0.0,1353.819
2702,0.0,1354.312
2703,0.0,1354.811
2704,0.0,1355.309
2705,0.0,1355.815
2706,0.0,1356.31
2707,0.0,1356.8
2708,0.0,1357.298
2709,0.0,1357.799
2710,0.0,1358.294
2711,0.0,1358.801
2712,0.0,1359.289
2713,0.0,1359.799
2714,0.0,1360.285
2715,0.0,1360.796
2716,0.0,1361.287
2717,0.0,1361.794
2718,0.0,1362.284
2719,0.0,1362.782
2720,0.0,1363.272
2721,0.0,1363.78
2722,0.0,1364.275
2723,0.0,1364.772
2724,0.0,1365.281
2725,0.0,1365.769
2726,0.0,1366.266
2727,0.0,1366.763
2728,0.0,1367.261
2729,0.0,1367.771
2730,0.0,1368.258
2731,0.0,1368.753
2732,0.0,1369.253
2733,0.0,1369.756
2734,0.0,1370.261
2735,0.0,1370.751
2736,0.0,1371.246
2737,0.0,1371.752
2738,0.0,1372.244
2739,0.0,1372.741
2740,0.0,1373.245
2741,0.0,1373.767
2742,0.0,1374.24
2743,0.0,1374.748
2744,0.0,1375.237
2745,0.0,1375.735
2746,0.0,1376.235
2747,0.0,1376.726
2748,0.0,1377.232
2749,0.0,1377.729
2750,0.0,1378.225
2751,0.0,1378.725
2752,0.0,1379.223
2753,0.0,1379.726
2754,0.0,1380.218
2755,0.0,1380.72
2756,0.0,1381.223
2757,0.0,1381.709
2758,0.0,1382.205
2759,0.0,1382.704
2760,0.0,1383.208
2761,0.0,1383.707
2762,0.0,1384.199
2763,0.0,1384.702
2764,0.0,1385.195
2765,0.0,1385.697
2766,0.0,1386.197
2767,0.0,1386.704
2768,0.0,1387.194
2769,0.0,1387.7
2770,0.0,1388.188
2771,0.0,1388.697
2772,0.0,1389.184
2773,0.0,1389.684
2774,0.0,1390.179
2775,0.0,1390.68
2776,0.0,1391.175
2777,0.0,1391.674
2778,0.0,1392.168
2779,0.0,1392.676
2780,0.0,1393.175
2781,0.0,1393.667
2782,0.0,1394.168
2783,0.0,1394.664
2784,0.0,1395.166
2785,0.0,1395.657
2786,0.0,1396.159
2787,0.0,1396.658
2788,0.0,1397.655
2789,0.0,1398.157
2790,0.0,1398.645
2791,0.0,1399.147
2792,0.0,1399.65
2793,0.0,1400.145
2794,0.0,1400.639
2795,0.0,1401.137
2796,0.0,1401.649
2797,0.0,1402.135
2798,0.0,1402.631
2799,0.0,1403.131
2800,0.0,1403.642
2801,0.0,1404.131
2802,0.0,1404.631
2803,0.0,1405.121
2804,0.0,1405.619
2805,0.0,1406.127
2806,0.0,1406.629
2807,0.0,1407.115
2808,0.0,1407.618
2809,0.0,1408.117
2810,0.0,1408.609
2811,0.0,1409.112
2812,0.0,1409.619
2813,0.0,1410.109
2814,0.0,1410.605
2815,0.0,1411.1
2816,0.0,1411.602
2817,0.0,1412.1
2818,0.0,1412.609
2819,0.0,1413.098
2820,0.0,1413.591
2821,0.0,1414.1
2822,0.0,1414.59
2823,0.0,1415.097
2824,0.0,1415.594
2825,0.0,1416.087
2826,0.0,1416.58
2827,0.0,1417.079
2828,0.0,1417.582
2829,0.0,1418.082
2830,0.0,1418.572
2831,0.0,1419.075
2832,0.0,1419.575
2833,0.0,1420.072
2834,0.0,1420.571
2835,0.0,1421.07
2836,0.0,1421.574
2837,0.0,1422.066
2838,0.0,1422.56
2839,0.0,1423.064
2840,0.0,1423.556
2841,0.0,1424.053
2842,0.0,1424.552
2843,0.0,1425.056
2844,0.0,1425.548
2845,0.0,1426.046
2846,0.0,1426.546
2847,0.0,1427.046
2848,0.0,1427.555
2849,0.0,1428.045
2850,0.0,1428.542
2851,0.0,1429.041
2852,0.0,1429.532
2853,0.0,1430.031
2854,0.0,1430.542
2855,0.0,1431.034
2856,0.0,1431.532
2857,0.0,1432.037
2858,0.0,1432.529
2859,0.0,1433.029
2860,0.0,1433.535
2861,0.0,1434.025
2862,0.0,1434.534
2863,0.0,1435.019
2864,0.0,1435.528
2865,0.0,1436.028
2866,0.0,1436.529
2867,0.0,1437.023
2868,0.0,1437.507
2869,0.0,1438.01
2870,0.0,1438.505
2871,0.0,1439.008
2872,0.0,1439.504
2873,0.0,1440.007
2874,0.0,1440.51
2875,0.0,1441.014
2876,0.0,1441.496
2877,0.0,1441.996
2878,0.0,1442.501
2879,0.0,1442.986
2880,0.0,1443.497
2881,0.0,1443.983
2882,0.0,1444.481
2883,0.0,1444.989
2884,0.0,1445.49
2885,0.0,1445.978
2886,0.0,1446.479
2887,0.0,1446.972
2888,0.0,1447.974
2889,0.0,1448.475
2890,0.0,1448.965
2891,0.0,1449.466
2892,0.0,1449.967
2893,0.0,1450.458
2894,0.0,1450.963
2895,0.0,1451.462
2896,0.0,1451.961
2897,0.0,1452.458
2898,0.0,1452.952
2899,0.0,1453.456
2900,0.0,1453.947
2901,0.0,1454.449
2902,0.0,1454.943
2903,0.0,1455.447
2904,0.0,1455.943
2905,0.0,1456.444
2906,0.0,1456.939
2907,0.0,1457.444
2908,0.0,1457.932
2909,0.0,1458.432
2910,0.0,1458.934
2911,0.0,1459.432
2912,0.0,1459.932
2913,0.0,1460.426
2914,0.0,1460.931
2915,0.0,1461.421
2916,0.0,1461.922
2917,0.0,1462.426
2918,0.0,1462.921
2919,0.0,1463.419
2920,0.0,1463.911
2921,0.0,1464.418
2922,0.0,1464.911
2923,0.0,1465.407
2924,0.0,1465.911
2925,0.0,1466.412
2926,0.0,1466.906
2927,0.0,1467.404
2928,0.0,1467.897
2929,0.0,1468.4
2930,0.0,1468.893
2931,0.0,1469.392
2932,0.0,1469.895
2933,0.0,1470.404
2934,0.0,1470.891
2935,0.0,1471.397
2936,0.0,1471.89
2937,0.0,1472.393
2938,0.0,1472.88
2939,0.0,1473.381
2940,0.0,1473.886
2941,0.0,1474.377
2942,0.0,1474.882
2943,0.0,1475.375
2944,0.0,1475.873
2945,0.0,1476.37
2946,0.0,1476.875
2947,0.0,1477.375
2948,0.0,1477.871
2949,0.0,1478.372
2950,0.0,1478.856
2951,0.0,1479.356
2952,0.0,1479.864
2953,0.0,1480.354
2954,0.0,1480.849
2955,0.0,1481.353
2956,0.0,1481.856
2957,0.0,1482.345
2958,0.0,1482.848
2959,0.0,1483.354
2960,0.0,1483.85
2961,0.0,1484.339
2962,0.0,1484.847
2963,0.0,1485.363
2964,0.0,1485.843
2965,0.0,1486.331
2966,0.0,1486.84
2967,0.0,1487.331
2968,0.0,1487.837
2969,0.0,1488.327
2970,0.0,1488.821
2971,0.0,1489.319
2972,0.0,1489.823
2973,0.0,1490.326
2974,0.0,1490.812
2975,0.0,1491.313
2976,0.0,1491.818
2977,0.0,1492.321
2978,0.0,1492.812
2979,0.0,1493.305
2980,0.0,1493.81
2981,0.0,1494.302
2982,0.0,1494.8
2983,0.0,1495.303
2984,0.0,1495.796
2985,0.0,1496.3
2986,0.0,1496.799
2987,0.0,1497.29
2988,0.0,1497.793
2989,0.0,1498.291
2990,0.0,1498.791
2991,0.0,1499.288
2992,0.0,1499.789
2993,0.0,1500.28
2994,0.0,1500.777
2995,0.0,1501.282
2996,0.0,1501.78
2997,0.0,1502.275
2998,0.0,1502.78
2999,0.0,1503.283
3000,0.0,1503.771
3001,0.0,1504.271
3002,0.0,1504.769
3003,0.0,1505.275
3004,0.0,1505.776
3005,0.0,1506.269
3006,0.0,1506.755
3007,0.0,1507.255
3008,0.0,1507.753
3009,0.0,1508.251
3010,0.0,1508.754
3011,0.0,1509.253
3012,0.0,1509.755
3013,0.0,1510.258
3014,0.0,1510.751
3015,0.0,1511.252
3016,0.0,1511.738
3017,0.0,1512.239
3018,0.0,1512.735
3019,0.0,1513.246
3020,0.0,1513.734
3021,0.0,1514.23
3022,0.0,1514.733
3023,0.0,1515.231
3024,0.0,1515.724
3025,0.0,1516.237
3026,0.0,1516.721
3027,0.0,1517.224
3028,0.0,1517.727
3029,0.0,1518.216
3030,0.0,1518.713
3031,0.0,1519.214
3032,0.0,1519.715
3033,0.0,1520.218
3034,0.0,1520.711
3035,0.0,1521.205
3036,0.0,1521.706
3037,0.0,1522.206
3038,0.0,1522.699
3039,0.0,1523.196
3040,0.0,1523.708
3041,0.0,1524.208
3042,0.0,1524.696
3043,0.0,1525.195
3044,0.0,1525.726
3045,0.0,1526.187
3046,0.0,1526.685
3047,0.0,1527.211
3048,0.0,1527.681
3049,0.0,1528.179
3050,0.0,1528.679
3051,0.0,1529.185
3052,0.0,1529.679
3053,0.0,1530.178
3054,0.0,1530.671
3055,0.0,1531.171
3056,0.0,1531.672
3057,0.0,1532.166
3058,0.0,1532.662
3059,0.0,1533.168
3060,0.0,1533.674
3061,0.0,1534.172
3062,0.0,1534.675
3063,0.0,1535.175
3064,0.0,1535.666
3065,0.0,1536.179
3066,0.0,1536.652
3067,0.0,1537.151
3068,0.0,1537.647
3069,0.0,1538.145
3070,0.0,1538.641
3071,0.0,1539.143
3072,0.0,1539.652
3073,0.0,1540.14
3074,0.0,1540.642
3075,0.0,1541.136
3076,0.0,1541.637
3077,0.0,1542.143
3078,0.0,1542.629
3079,0.0,1543.132
3080,0.0,1543.63
3081,0.0,1544.124
3082,0.0,1544.624
3083,0.0,1545.124
3084,0.0,1545.622
3085,0.0,1546.123
3086,0.0,1546.619
3087,0.0,1547.126
3088,0.0,1547.617
3089,0.0,1548.109
3090,0.0,1548.621
3091,0.0,1549.108
3092,0.0,1549.604
3093,0.0,1550.103
3094,0.0,1550.607
3095,0.0,1551.099
3096,0.0,1551.597
3097,0.0,1552.1
3098,0.0,1552.623
3099,0.0,1553.09
3100,0.0,1553.597
3101,0.0,1554.091
3102,0.0,1554.587
3103,0.0,1555.093
3104,0.0,1555.588
3105,0.0,1556.08
3106,0.0,1556.584
3107,0.0,1557.081
3108,0.0,1557.576
3109,0.0,1558.079
3110,0.0,1558.573
3111,0.0,1559.074
3112,0.0,1559.577
3113,0.0,1560.067
3114,0.0,1560.57
3115,0.0,1561.066
3116,0.0,1561.56
3117,0.0,1562.071
3118,0.0,1562.562
3119,0.0,1563.059
3120,0.0,1563.552
3121,0.0,1564.055
3122,0.0,1564.554
3123,0.0,1565.061
3124,0.0,1565.556
3125,0.0,1566.05
3126,0.0,1566.547
3127,0.0,1567.046
3128,0.0,1567.545
3129,0.0,1568.048
3130,0.0,1568.551
3131,0.0,1569.035
3132,0.0,1569.533
3133,0.0,1570.03
3134,0.0,1570.528
3135,0.0,1571.027
3136,0.0,1571.531
3137,0.0,1572.024
3138,0.0,1572.523
3139,0.0,1573.02
3140,0.0,1573.518
3141,0.0,1574.016
3142,0.0,1574.52
3143,0.0,1575.012
3144,0.0,1575.512
3145,0.0,1576.008
3146,0.0,1576.512
3147,0.0,1577.004
3148,0.0,1577.511
3149,0.0,1578.006
3150,0.0,1578.501
3151,0.0,1579.002
3152,0.0,1579.497
3153,0.0,1579.994
3154,0.0,1580.493
3155,0.0,1581.001
3156,0.0,1581.491
3157,0.0,1581.989
3158,0.0,1582.486
3159,0.0,1582.994
3160,0.0,1583.488
3161,0.0,1583.98
3162,0.0,1584.476
3163,0.0,1584.982
3164,0.0,1585.48
3165,0.0,1585.97
3166,0.0,1586.479
3167,0.0,1586.969
3168,0.0,1587.468
3169,0.0,1587.97
3170,0.0,1588.466
3171,0.0,1588.974
3172,0.0,1589.475
3173,0.0,1589.955
3174,0.0,1590.455
3175,0.0,1590.954
3176,0.0,1591.459
3177,0.0,1591.949
3178,0.0,1592.453
3179,0.0,1592.952
3180,0.0,1593.444
3181,0.0,1593.954
3182,0.0,1594.439
3183,0.0,1594.953
3184,0.0,1595.436
3185,0.0,1595.937
3186,0.0,1596.439
3187,0.0,1596.934
3188,0.0,1597.43
3189,0.0,1597.928
3190,0.0,1598.433
3191,0.0,1598.93
3192,0.0,1599.423
3193,0.0,1599.926
3194,0.0,1600.429
3195,0.0,1600.921
3196,0.0,1601.415
3197,0.0,1601.913
