Individuo | Variable | Mascara | Original | Mutado | Noise | Lower | Upper
79        | 15       | 0       | -10.2800 | -10.2800 | 0.2500   | -20.0000 | 0.0000  
79        | 16       | 0       | 92.6399  | 92.6399  | -1.2247  | -600.0000 | 600.0000
79        | 17       | 0       | -373.7566 | -373.7566 | -0.0080  | -400.0000 | 200.0000
79        | 18       | 0       | -12.9158 | -12.9158 | -1.7036  | -20.0000 | 0.0000  
79        | 19       | 0       | 70.3709  | 70.3709  | -3.2263  | -600.0000 | 600.0000
79        | 20       | 0       | -194.0996 | -194.0996 | -2.1937  | -400.0000 | 200.0000
79        | 21       | 0       | -5.4165  | -5.4165  | 5.2892   | -20.0000 | 0.0000  
79        | 22       | 0       | -61.6672 | -61.6672 | -1.3104  | -600.0000 | 600.0000
79        | 23       | 1       | 33.2426  | 33.2297  | -0.0129  | -400.0000 | 200.0000
79        | 24       | 0       | -2.2761  | -20.0000 | -102.1930 | -20.0000 | 0.0000  
79        | 25       | 0       | -258.5503 | -258.5503 | -2.4206  | -600.0000 | 600.0000
79        | 26       | 1       | -134.3187 | -134.1173 | 0.2014   | -400.0000 | 200.0000
79        | 27       | 0       | -7.6579  | -7.6579  | 2.1154   | -20.0000 | 0.0000  
79        | 28       | 0       | 0.0000   | 0.0000   | -3.1936  | -600.0000 | 600.0000
79        | 29       | 0       | 0.0000   | 0.0000   | 1.4883   | -400.0000 | 200.0000
79        | 30       | 0       | 0.0000   | 0.0000   | -3.3081  | -20.0000 | 0.0000  

80        | 1        | 0       | 0.0000   | 0.0000   | -1.2514  | -600.0000 | 600.0000
80        | 2        | 0       | 0.0000   | 0.0000   | -0.9534  | -400.0000 | 200.0000
80        | 3        | 0       | 0.0000   | 0.0000   | -0.3950  | -20.0000 | 0.0000  
80        | 4        | 0       | 320.6259 | 320.6259 | 1.0451   | -600.0000 | 600.0000
80        | 5        | 0       | -158.8415 | -158.8415 | 2.6990   | -400.0000 | 200.0000
80        | 6        | 0       | -10.4025 | -10.4025 | -1.5337  | -20.0000 | 0.0000  
80        | 7        | 0       | 44.5279  | 44.5279  | 2.7877   | -600.0000 | 600.0000
80        | 8        | 0       | -47.8953 | -47.8953 | -3.2419  | -400.0000 | 200.0000
80        | 9        | 0       | -5.0912  | -5.0912  | -4.1549  | -20.0000 | 0.0000  
80        | 10       | 0       | 272.0052 | 272.0052 | 1.7625   | -600.0000 | 600.0000
80        | 11       | 0       | -217.1493 | -217.1493 | -2.2049  | -400.0000 | 200.0000
80        | 12       | 0       | -3.4121  | -3.4121  | -2.3327  | -20.0000 | 0.0000  
80        | 13       | 0       | -19.7452 | -19.7452 | 1.5879   | -600.0000 | 600.0000
80        | 14       | 1       | 80.4673  | 84.1320  | 3.6647   | -400.0000 | 200.0000
80        | 15       | 0       | -7.9250  | -7.9250  | -0.6280  | -20.0000 | 0.0000  
80        | 16       | 1       | 108.6458 | 108.3295 | -0.3163  | -600.0000 | 600.0000
80        | 17       | 1       | -32.0250 | -34.4179 | -2.3929  | -400.0000 | 200.0000
80        | 18       | 0       | -7.2462  | -7.2462  | 0.3500   | -20.0000 | 0.0000  
80        | 19       | 0       | 462.0318 | 462.0318 | 0.4018   | -600.0000 | 600.0000
80        | 20       | 0       | -131.6925 | -131.6925 | -0.9631  | -400.0000 | 200.0000
80        | 21       | 1       | -9.7914  | -9.6372  | 0.1541   | -20.0000 | 0.0000  
80        | 22       | 0       | -223.3494 | -223.3494 | 0.8491   | -600.0000 | 600.0000
80        | 23       | 0       | -77.1864 | -77.1864 | 0.6623   | -400.0000 | 200.0000
80        | 24       | 0       | -3.1978  | -3.1978  | 0.0049   | -20.0000 | 0.0000  
80        | 25       | 0       | -42.9138 | -42.9138 | 1.9123   | -600.0000 | 600.0000
80        | 26       | 0       | 36.5068  | 36.5068  | -2.8289  | -400.0000 | 200.0000
80        | 27       | 0       | -6.8654  | -6.8654  | 1.4435   | -20.0000 | 0.0000  
80        | 28       | 0       | 0.0000   | 0.0000   | 1.6980   | -600.0000 | 600.0000
80        | 29       | 0       | 0.0000   | 0.0000   | -0.5907  | -400.0000 | 200.0000
80        | 30       | 0       | 0.0000   | 0.0000   | -3.5037  | -20.0000 | 0.0000  

81        | 1        | 0       | 0.0000   | 0.0000   | -1.2771  | -600.0000 | 600.0000
81        | 2        | 0       | 0.0000   | 0.0000   | -0.8094  | -400.0000 | 200.0000
81        | 3        | 0       | 0.0000   | 0.0000   | -0.3001  | -20.0000 | 0.0000  
81        | 4        | 0       | 62.2882  | 62.2882  | -2.3703  | -600.0000 | 600.0000
81        | 5        | 0       | -62.1412 | -62.1412 | 3.0601   | -400.0000 | 200.0000
81        | 6        | 0       | -2.4669  | -2.4669  | -1.3644  | -20.0000 | 0.0000  
81        | 7        | 0       | 72.8140  | 72.8140  | -2.1348  | -600.0000 | 600.0000
81        | 8        | 0       | -22.9441 | -22.9441 | -0.8176  | -400.0000 | 200.0000
81        | 9        | 0       | -6.2274  | -6.2274  | 2.3604   | -20.0000 | 0.0000  
81        | 10       | 1       | -297.4871 | -294.4886 | 2.9985   | -600.0000 | 600.0000
81        | 11       | 0       | -394.0127 | -394.0127 | 1.8838   | -400.0000 | 200.0000
81        | 12       | 0       | -7.1530  | -7.1530  | 1.6122   | -20.0000 | 0.0000  
81        | 13       | 1       | 45.1100  | 46.0996  | 0.9896   | -600.0000 | 600.0000
81        | 14       | 0       | 101.6706 | 101.6706 | 0.6257   | -400.0000 | 200.0000
81        | 15       | 0       | -2.2368  | -2.2368  | 1.4903   | -20.0000 | 0.0000  
81        | 16       | 1       | 411.9914 | 410.6883 | -1.3031  | -600.0000 | 600.0000
81        | 17       | 0       | -108.9432 | -108.9432 | 1.5769   | -400.0000 | 200.0000
81        | 18       | 0       | -13.3274 | -13.3274 | -3.2400  | -20.0000 | 0.0000  
81        | 19       | 1       | 447.4313 | 446.9564 | -0.4749  | -600.0000 | 600.0000
81        | 20       | 0       | -101.5576 | -101.5576 | -1.2733  | -400.0000 | 200.0000
81        | 21       | 1       | -5.3950  | -6.0619  | -0.6669  | -20.0000 | 0.0000  
81        | 22       | 1       | 407.7627 | 409.0278 | 1.2651   | -600.0000 | 600.0000
81        | 23       | 0       | -169.7002 | -169.7002 | -2.6912  | -400.0000 | 200.0000
81        | 24       | 0       | -8.5626  | -8.5626  | 0.1678   | -20.0000 | 0.0000  
81        | 25       | 0       | -42.9138 | -42.9138 | 0.9563   | -600.0000 | 600.0000
81        | 26       | 0       | 34.6864  | 34.6864  | -1.8949  | -400.0000 | 200.0000
81        | 27       | 0       | -6.8654  | -6.8654  | 0.4259   | -20.0000 | 0.0000  
81        | 28       | 0       | 0.0000   | 0.0000   | 1.0549   | -600.0000 | 600.0000
81        | 29       | 0       | 0.0000   | 0.0000   | -0.8845  | -400.0000 | 200.0000
81        | 30       | 0       | 0.0000   | 0.0000   | -2.0351  | -20.0000 | 0.0000  

82        | 1        | 0       | 0.0000   | 0.0000   | 2.2281   | -600.0000 | 600.0000
82        | 2        | 0       | 0.0000   | 0.0000   | 0.2864   | -400.0000 | 200.0000
82        | 3        | 0       | 0.0000   | 0.0000   | -2.6512  | -20.0000 | 0.0000  
82        | 4        | 0       | -249.3381 | -249.3381 | -1.4176  | -600.0000 | 600.0000
82        | 5        | 0       | 146.4621 | 146.4621 | 1.3628   | -400.0000 | 200.0000
82        | 6        | 1       | -3.6589  | -5.0879  | -1.4290  | -20.0000 | 0.0000  
82        | 7        | 1       | 367.4899 | 365.2639 | -2.2260  | -600.0000 | 600.0000
82        | 8        | 0       | -390.0016 | -390.0016 | -0.4473  | -400.0000 | 200.0000
82        | 9        | 1       | -1.1745  | -3.6321  | -2.4576  | -20.0000 | 0.0000  
82        | 10       | 0       | 272.0052 | 272.0052 | -1.1576  | -600.0000 | 600.0000
82        | 11       | 0       | -217.1493 | -217.1493 | 1.8622   | -400.0000 | 200.0000
82        | 12       | 0       | -6.4832  | -6.4832  | 1.3132   | -20.0000 | 0.0000  
82        | 13       | 0       | -262.1746 | -262.1746 | 1.7644   | -600.0000 | 600.0000
82        | 14       | 0       | 123.6523 | 123.6523 | 0.1135   | -400.0000 | 200.0000
82        | 15       | 0       | -17.7484 | -17.7484 | -2.2887  | -20.0000 | 0.0000  
82        | 16       | 0       | -79.8333 | -79.8333 | -0.3039  | -600.0000 | 600.0000
82        | 17       | 0       | 196.5823 | 196.5823 | 1.3619   | -400.0000 | 200.0000
82        | 18       | 0       | -8.8188  | -8.8188  | -1.9385  | -20.0000 | 0.0000  
82        | 19       | 0       | -213.8682 | -213.8682 | 2.8510   | -600.0000 | 600.0000
82        | 20       | 0       | -271.0507 | -271.0507 | 1.9919   | -400.0000 | 200.0000
82        | 21       | 0       | -12.9896 | -12.9896 | -3.1617  | -20.0000 | 0.0000  
82        | 22       | 1       | -153.7501 | -155.2189 | -1.4688  | -600.0000 | 600.0000
82        | 23       | 0       | -360.4488 | -360.4488 | -1.3460  | -400.0000 | 200.0000
82        | 24       | 0       | -12.6085 | -12.6085 | -1.4555  | -20.0000 | 0.0000  
82        | 25       | 0       | -42.9138 | -42.9138 | -0.7562  | -600.0000 | 600.0000
82        | 26       | 1       | 36.5068  | 33.4789  | -3.0279  | -400.0000 | 200.0000
82        | 27       | 1       | -9.1307  | -9.3298  | -0.1991  | -20.0000 | 0.0000  
82        | 28       | 0       | 0.0000   | 0.0000   | 0.5766   | -600.0000 | 600.0000
82        | 29       | 0       | 0.0000   | 0.0000   | 2.8062   | -400.0000 | 200.0000
82        | 30       | 0       | 0.0000   | 0.0000   | -0.0580  | -20.0000 | 0.0000  

83        | 1        | 0       | 0.0000   | 0.0000   | -2.3998  | -600.0000 | 600.0000
83        | 2        | 0       | 0.0000   | 0.0000   | 2.6182   | -400.0000 | 200.0000
83        | 3        | 0       | 0.0000   | 0.0000   | 0.6379   | -20.0000 | 0.0000  
83        | 4        | 1       | 136.6706 | 135.4272 | -1.2434  | -600.0000 | 600.0000
83        | 5        | 0       | 124.2192 | 124.2192 | -0.1568  | -400.0000 | 200.0000
83        | 6        | 0       | -5.5205  | -5.5205  | -4.4777  | -20.0000 | 0.0000  
83        | 7        | 1       | 30.1961  | 29.5618  | -0.6343  | -600.0000 | 600.0000
83        | 8        | 0       | 26.3430  | 26.3430  | -1.0175  | -400.0000 | 200.0000
83        | 9        | 1       | -20.0000 | -19.7037 | 0.2963   | -20.0000 | 0.0000  
83        | 10       | 0       | 80.7614  | 80.7614  | -2.4134  | -600.0000 | 600.0000
83        | 11       | 0       | -246.0623 | -246.0623 | 0.1160   | -400.0000 | 200.0000
83        | 12       | 0       | -0.7415  | -0.7415  | -2.8018  | -20.0000 | 0.0000  
83        | 13       | 0       | -262.1746 | -262.1746 | 1.3458   | -600.0000 | 600.0000
83        | 14       | 0       | 123.6523 | 123.6523 | 1.3555   | -400.0000 | 200.0000
83        | 15       | 0       | -17.7484 | -17.7484 | 0.8841   | -20.0000 | 0.0000  
83        | 16       | 0       | -79.8333 | -79.8333 | 1.6952   | -600.0000 | 600.0000
83        | 17       | 0       | 196.5823 | 196.5823 | -0.8832  | -400.0000 | 200.0000
83        | 18       | 0       | -8.8188  | -8.8188  | 2.1124   | -20.0000 | 0.0000  
83        | 19       | 0       | 462.0318 | 462.0318 | -2.6633  | -600.0000 | 600.0000
83        | 20       | 1       | -131.6925 | -131.8114 | -0.1189  | -400.0000 | 200.0000
83        | 21       | 0       | -9.7914  | -9.7914  | -0.8909  | -20.0000 | 0.0000  
83        | 22       | 0       | 153.2089 | 153.2089 | 1.9477   | -600.0000 | 600.0000
83        | 23       | 0       | 155.4738 | 155.4738 | 1.0039   | -400.0000 | 200.0000
83        | 24       | 1       | -19.6177 | -18.2618 | 1.3558   | -20.0000 | 0.0000  
83        | 25       | 0       | -42.9138 | -42.9138 | -1.8870  | -600.0000 | 600.0000
83        | 26       | 0       | 36.5068  | 36.5068  | 0.9208   | -400.0000 | 200.0000
83        | 27       | 1       | -9.1307  | -10.0417 | -0.9110  | -20.0000 | 0.0000  
83        | 28       | 0       | 0.0000   | 0.0000   | -0.2822  | -600.0000 | 600.0000
83        | 29       | 0       | 0.0000   | 0.0000   | 2.3355   | -400.0000 | 200.0000
83        | 30       | 0       | 0.0000   | 0.0000   | -1.1908  | -20.0000 | 0.0000  

84        | 1        | 0       | 0.0000   | 0.0000   | -4.0310  | -600.0000 | 600.0000
84        | 2        | 0       | 0.0000   | 0.0000   | 1.0197   | -400.0000 | 200.0000
84        | 3        | 0       | 0.0000   | 0.0000   | -1.2753  | -20.0000 | 0.0000  
84        | 4        | 0       | 7.0232   | 7.0232   | -0.0751  | -600.0000 | 600.0000
84        | 5        | 0       | 104.4218 | 104.4218 | -0.8045  | -400.0000 | 200.0000
84        | 6        | 1       | -5.3440  | -5.6841  | -0.3401  | -20.0000 | 0.0000  
84        | 7        | 0       | 50.6846  | 50.6846  | -1.9718  | -600.0000 | 600.0000
84        | 8        | 0       | -42.6477 | -42.6477 | 1.3757   | -400.0000 | 200.0000
84        | 9        | 1       | -9.3694  | -6.6732  | 2.6962   | -20.0000 | 0.0000  
84        | 10       | 0       | -242.9419 | -242.9419 | 0.1436   | -600.0000 | 600.0000
84        | 11       | 1       | -60.9868 | -58.3899 | 2.5969   | -400.0000 | 200.0000
84        | 12       | 0       | -6.2223  | -6.2223  | 1.2807   | -20.0000 | 0.0000  
84        | 13       | 1       | 446.0515 | 450.6637 | 4.6122   | -600.0000 | 600.0000
84        | 14       | 0       | -18.2252 | -18.2252 | -2.2741  | -400.0000 | 200.0000
84        | 15       | 1       | -4.7776  | -8.4548  | -3.6772  | -20.0000 | 0.0000  
84        | 16       | 1       | -407.9140 | -408.4791 | -0.5650  | -600.0000 | 600.0000
84        | 17       | 0       | -123.0655 | -123.0655 | 0.0582   | -400.0000 | 200.0000
84        | 18       | 0       | -20.0000 | -20.0000 | -0.5717  | -20.0000 | 0.0000  
84        | 19       | 0       | -303.9854 | -303.9854 | 0.7579   | -600.0000 | 600.0000
84        | 20       | 1       | 35.8770  | 39.6133  | 3.7363   | -400.0000 | 200.0000
84        | 21       | 0       | -0.1638  | -0.1638  | 0.3390   | -20.0000 | 0.0000  
84        | 22       | 0       | -480.9863 | -480.9863 | 3.9103   | -600.0000 | 600.0000
84        | 23       | 0       | -159.1034 | -159.1034 | 0.4616   | -400.0000 | 200.0000
84        | 24       | 0       | -2.1689  | -2.1689  | 3.8897   | -20.0000 | 0.0000  
84        | 25       | 1       | 76.0900  | 74.7115  | -1.3785  | -600.0000 | 600.0000
84        | 26       | 1       | 82.2829  | 81.8672  | -0.4157  | -400.0000 | 200.0000
84        | 27       | 0       | -17.2570 | -17.2570 | 3.3249   | -20.0000 | 0.0000  
84        | 28       | 0       | 0.0000   | 0.0000   | -0.2945  | -600.0000 | 600.0000
84        | 29       | 0       | 0.0000   | 0.0000   | -2.6940  | -400.0000 | 200.0000
84        | 30       | 0       | 0.0000   | 0.0000   | 3.4733   | -20.0000 | 0.0000  

85        | 1        | 0       | 0.0000   | 0.0000   | -1.4634  | -600.0000 | 600.0000
85        | 2        | 0       | 0.0000   | 0.0000   | -3.1260  | -400.0000 | 200.0000
85        | 3        | 0       | 0.0000   | 0.0000   | 0.2810   | -20.0000 | 0.0000  
85        | 4        | 1       | 207.2436 | 204.9142 | -2.3294  | -600.0000 | 600.0000
85        | 5        | 1       | 80.0500  | 79.2011  | -0.8489  | -400.0000 | 200.0000
85        | 6        | 0       | -17.2099 | -17.2099 | 0.4140   | -20.0000 | 0.0000  
85        | 7        | 1       | 180.2448 | 176.8111 | -3.4338  | -600.0000 | 600.0000
85        | 8        | 1       | -233.3052 | -231.9178 | 1.3875   | -400.0000 | 200.0000
85        | 9        | 1       | -16.8759 | -13.3084 | 3.5675   | -20.0000 | 0.0000  
85        | 10       | 1       | 163.1284 | 164.6309 | 1.5025   | -600.0000 | 600.0000
85        | 11       | 0       | -38.1705 | -38.1705 | 1.9245   | -400.0000 | 200.0000
85        | 12       | 0       | -16.4129 | -16.4129 | 1.1021   | -20.0000 | 0.0000  
85        | 13       | 0       | 244.5029 | 244.5029 | -3.8732  | -600.0000 | 600.0000
85        | 14       | 1       | -126.8968 | -126.3805 | 0.5163   | -400.0000 | 200.0000
85        | 15       | 0       | -6.6448  | -6.6448  | -0.4807  | -20.0000 | 0.0000  
85        | 16       | 0       | 410.7267 | 410.7267 | 0.7618   | -600.0000 | 600.0000
85        | 17       | 0       | -298.1629 | -298.1629 | 0.1730   | -400.0000 | 200.0000
85        | 18       | 1       | -18.0130 | -17.9912 | 0.0218   | -20.0000 | 0.0000  
85        | 19       | 0       | -199.4320 | -199.4320 | -2.0166  | -600.0000 | 600.0000
85        | 20       | 1       | 36.6022  | 37.2878  | 0.6855   | -400.0000 | 200.0000
85        | 21       | 1       | -12.7537 | -14.0612 | -1.3074  | -20.0000 | 0.0000  
85        | 22       | 0       | -516.9577 | -516.9577 | 2.8812   | -600.0000 | 600.0000
85        | 23       | 0       | 69.4254  | 69.4254  | 4.2422   | -400.0000 | 200.0000
85        | 24       | 1       | -14.5140 | -9.6298  | 4.8842   | -20.0000 | 0.0000  
85        | 25       | 0       | -42.9138 | -42.9138 | -0.3692  | -600.0000 | 600.0000
85        | 26       | 0       | 36.5068  | 36.5068  | 1.0709   | -400.0000 | 200.0000
85        | 27       | 0       | -6.8654  | -6.8654  | 0.6358   | -20.0000 | 0.0000  
85        | 28       | 0       | 0.0000   | 0.0000   | -1.8079  | -600.0000 | 600.0000
85        | 29       | 0       | 0.0000   | 0.0000   | 0.0985   | -400.0000 | 200.0000
85        | 30       | 0       | 0.0000   | 0.0000   | -0.7152  | -20.0000 | 0.0000  

86        | 1        | 0       | 0.0000   | 0.0000   | -0.5101  | -600.0000 | 600.0000
86        | 2        | 0       | 0.0000   | 0.0000   | -3.1559  | -400.0000 | 200.0000
86        | 3        | 0       | 0.0000   | 0.0000   | 1.2080   | -20.0000 | 0.0000  
86        | 4        | 0       | 347.0055 | 347.0055 | -3.8195  | -600.0000 | 600.0000
86        | 5        | 1       | -100.9347 | -102.2948 | -1.3601  | -400.0000 | 200.0000
86        | 6        | 0       | -17.2125 | -17.2125 | -0.9884  | -20.0000 | 0.0000  
86        | 7        | 0       | 44.5279  | 44.5279  | 0.2947   | -600.0000 | 600.0000
86        | 8        | 1       | -47.8550 | -51.9712 | -4.1162  | -400.0000 | 200.0000
86        | 9        | 0       | -5.0912  | -5.0912  | 0.7608   | -20.0000 | 0.0000  
86        | 10       | 0       | 124.1383 | 124.1383 | -0.1120  | -600.0000 | 600.0000
86        | 11       | 0       | 2.4960   | 2.4960   | 0.8941   | -400.0000 | 200.0000
86        | 12       | 1       | -7.6102  | -7.7839  | -0.1737  | -20.0000 | 0.0000  
86        | 13       | 0       | -164.3012 | -164.3012 | 0.0310   | -600.0000 | 600.0000
86        | 14       | 0       | -12.4497 | -12.4497 | -0.1110  | -400.0000 | 200.0000
86        | 15       | 0       | -8.5844  | -8.5844  | -2.0934  | -20.0000 | 0.0000  
86        | 16       | 1       | -172.6839 | -175.6735 | -2.9896  | -600.0000 | 600.0000
86        | 17       | 0       | 191.9091 | 191.9091 | 0.1240   | -400.0000 | 200.0000
86        | 18       | 0       | -7.8845  | -7.8845  | -5.0406  | -20.0000 | 0.0000  
86        | 19       | 0       | -75.0301 | -75.0301 | 0.2528   | -600.0000 | 600.0000
86        | 20       | 0       | 142.4952 | 142.4952 | 3.5293   | -400.0000 | 200.0000
86        | 21       | 1       | -16.9584 | -15.9263 | 1.0321   | -20.0000 | 0.0000  
86        | 22       | 0       | -302.5307 | -302.5307 | -1.8519  | -600.0000 | 600.0000
86        | 23       | 1       | -304.7398 | -308.2674 | -3.5276  | -400.0000 | 200.0000
86        | 24       | 0       | -20.0000 | -20.0000 | -2.5005  | -20.0000 | 0.0000  
86        | 25       | 1       | -259.8867 | -261.8926 | -2.0059  | -600.0000 | 600.0000
86        | 26       | 1       | -132.5317 | -134.2736 | -1.7420  | -400.0000 | 200.0000
86        | 27       | 0       | -7.6579  | -7.6579  | 0.1194   | -20.0000 | 0.0000  
86        | 28       | 0       | 0.0000   | 0.0000   | -0.1067  | -600.0000 | 600.0000
86        | 29       | 0       | 0.0000   | 0.0000   | -3.0386  | -400.0000 | 200.0000
86        | 30       | 0       | 0.0000   | 0.0000   | 1.8274   | -20.0000 | 0.0000  

87        | 1        | 0       | 0.0000   | 0.0000   | 3.0447   | -600.0000 | 600.0000
87        | 2        | 0       | 0.0000   | 0.0000   | 0.6738   | -400.0000 | 200.0000
87        | 3        | 0       | 0.0000   | 0.0000   | 0.8778   | -20.0000 | 0.0000  
87        | 4        | 1       | -2.0191  | -4.5941  | -2.5750  | -600.0000 | 600.0000
87        | 5        | 0       | 13.0896  | 13.0896  | 2.2090   | -400.0000 | 200.0000
87        | 6        | 1       | -8.3035  | -9.1213  | -0.8178  | -20.0000 | 0.0000  
87        | 7        | 1       | 176.9190 | 176.3240 | -0.5950  | -600.0000 | 600.0000
87        | 8        | 0       | -229.3051 | -229.3051 | 2.5823   | -400.0000 | 200.0000
87        | 9        | 1       | -16.6867 | -16.0760 | 0.6107   | -20.0000 | 0.0000  
87        | 10       | 0       | 163.1284 | 163.1284 | 1.0140   | -600.0000 | 600.0000
87        | 11       | 0       | -39.9160 | -39.9160 | 3.4907   | -400.0000 | 200.0000
87        | 12       | 0       | -18.1747 | -18.1747 | -2.0274  | -20.0000 | 0.0000  
87        | 13       | 1       | 247.5465 | 248.9195 | 1.3730   | -600.0000 | 600.0000
87        | 14       | 1       | -126.8968 | -128.8318 | -1.9350  | -400.0000 | 200.0000
87        | 15       | 0       | -8.4628  | -8.4628  | 1.3093   | -20.0000 | 0.0000  
87        | 16       | 0       | 404.8405 | 404.8405 | 1.4996   | -600.0000 | 600.0000
87        | 17       | 0       | -298.1629 | -298.1629 | 2.7093   | -400.0000 | 200.0000
87        | 18       | 0       | -19.9417 | -19.9417 | -2.6039  | -20.0000 | 0.0000  
87        | 19       | 0       | 335.7532 | 335.7532 | -2.9266  | -600.0000 | 600.0000
87        | 20       | 0       | -34.1266 | -34.1266 | -2.3289  | -400.0000 | 200.0000
87        | 21       | 1       | -2.5767  | -1.8341  | 0.7426   | -20.0000 | 0.0000  
87        | 22       | 0       | 405.0070 | 405.0070 | 2.2934   | -600.0000 | 600.0000
87        | 23       | 0       | 80.2230  | 80.2230  | -0.9041  | -400.0000 | 200.0000
87        | 24       | 0       | 0.0000   | 0.0000   | -0.7299  | -20.0000 | 0.0000  
87        | 25       | 0       | 284.2056 | 284.2056 | -1.4269  | -600.0000 | 600.0000
87        | 26       | 0       | -180.2740 | -180.2740 | 0.8994   | -400.0000 | 200.0000
87        | 27       | 0       | -4.6564  | -4.6564  | -1.4330  | -20.0000 | 0.0000  
87        | 28       | 0       | 0.0000   | 0.0000   | 1.0841   | -600.0000 | 600.0000
87        | 29       | 0       | 0.0000   | 0.0000   | 1.6309   | -400.0000 | 200.0000
87        | 30       | 0       | 0.0000   | 0.0000   | -1.6602  | -20.0000 | 0.0000  

88        | 1        | 0       | 0.0000   | 0.0000   | -0.1709  | -600.0000 | 600.0000
88        | 2        | 0       | 0.0000   | 0.0000   | 1.2572   | -400.0000 | 200.0000
88        | 3        | 0       | 0.0000   | 0.0000   | -2.7565  | -20.0000 | 0.0000  
88        | 4        | 0       | -69.2442 | -69.2442 | -0.5133  | -600.0000 | 600.0000
88        | 5        | 0       | -336.6012 | -336.6012 | 1.8945   | -400.0000 | 200.0000
88        | 6        | 1       | -7.1835  | -6.0995  | 1.0840   | -20.0000 | 0.0000  
88        | 7        | 1       | 558.9733 | 557.5417 | -1.4316  | -600.0000 | 600.0000
88        | 8        | 0       | -62.0853 | -62.0853 | 0.8509   | -400.0000 | 200.0000
88        | 9        | 0       | -13.0545 | -13.0545 | -2.2520  | -20.0000 | 0.0000  
88        | 10       | 0       | 96.5611  | 96.5611  | -3.2982  | -600.0000 | 600.0000
88        | 11       | 0       | -316.4820 | -316.4820 | 4.9525   | -400.0000 | 200.0000
88        | 12       | 0       | -11.1191 | -11.1191 | 1.6041   | -20.0000 | 0.0000  
88        | 13       | 1       | 149.5863 | 144.7326 | -4.8538  | -600.0000 | 600.0000
88        | 14       | 0       | -106.6613 | -106.6613 | 0.6559   | -400.0000 | 200.0000
88        | 15       | 1       | -9.9136  | -9.8444  | 0.0692   | -20.0000 | 0.0000  
88        | 16       | 0       | 592.6181 | 592.6181 | -0.8157  | -600.0000 | 600.0000
88        | 17       | 1       | 124.9771 | 124.6689 | -0.3083  | -400.0000 | 200.0000
88        | 18       | 0       | -7.5319  | -7.5319  | -0.9320  | -20.0000 | 0.0000  
88        | 19       | 0       | 83.2528  | 83.2528  | -1.7879  | -600.0000 | 600.0000
88        | 20       | 1       | -30.5503 | -29.4719 | 1.0784   | -400.0000 | 200.0000
88        | 21       | 0       | -15.9738 | -15.9738 | -1.8200  | -20.0000 | 0.0000  
88        | 22       | 1       | 405.7860 | 405.2481 | -0.5378  | -600.0000 | 600.0000
88        | 23       | 1       | 82.1270  | 80.9024  | -1.2246  | -400.0000 | 200.0000
88        | 24       | 0       | -3.4786  | -3.4786  | 2.3008   | -20.0000 | 0.0000  
88        | 25       | 0       | 187.9387 | 187.9387 | 0.7154   | -600.0000 | 600.0000
88        | 26       | 1       | 14.1549  | 13.1597  | -0.9952  | -400.0000 | 200.0000
88        | 27       | 1       | -3.0161  | -0.8495  | 2.1666   | -20.0000 | 0.0000  
88        | 28       | 0       | 0.0000   | 0.0000   | -1.9593  | -600.0000 | 600.0000
88        | 29       | 0       | 0.0000   | 0.0000   | 1.0123   | -400.0000 | 200.0000
88        | 30       | 0       | 0.0000   | 0.0000   | -1.7341  | -20.0000 | 0.0000  

89        | 1        | 0       | 0.0000   | 0.0000   | 3.3212   | -600.0000 | 600.0000
89        | 2        | 0       | 0.0000   | 0.0000   | -3.3643  | -400.0000 | 200.0000
89        | 3        | 0       | 0.0000   | 0.0000   | -0.7212  | -20.0000 | 0.0000  
89        | 4        | 1       | 7.0232   | 6.9061   | -0.1172  | -600.0000 | 600.0000
89        | 5        | 1       | 101.8799 | 102.8459 | 0.9660   | -400.0000 | 200.0000
89        | 6        | 1       | -5.3440  | -4.4527  | 0.8913   | -20.0000 | 0.0000  
89        | 7        | 1       | 50.6846  | 48.7462  | -1.9385  | -600.0000 | 600.0000
89        | 8        | 0       | -42.6477 | -42.6477 | -2.0994  | -400.0000 | 200.0000
89        | 9        | 0       | -9.3694  | -9.3694  | -2.9015  | -20.0000 | 0.0000  
89        | 10       | 1       | -242.9419 | -240.3309 | 2.6110   | -600.0000 | 600.0000
89        | 11       | 0       | -60.7080 | -60.7080 | -2.4519  | -400.0000 | 200.0000
89        | 12       | 0       | -6.2223  | -6.2223  | -2.6951  | -20.0000 | 0.0000  
89        | 13       | 0       | -94.3586 | -94.3586 | -3.7157  | -600.0000 | 600.0000
89        | 14       | 0       | -224.3399 | -224.3399 | -1.9189  | -400.0000 | 200.0000
89        | 15       | 0       | -10.2800 | -10.2800 | -2.4719  | -20.0000 | 0.0000  
89        | 16       | 0       | 92.6399  | 92.6399  | 1.8292   | -600.0000 | 600.0000
89        | 17       | 0       | -373.7566 | -373.7566 | 2.3100   | -400.0000 | 200.0000
89        | 18       | 0       | -12.9158 | -12.9158 | 2.5201   | -20.0000 | 0.0000  
89        | 19       | 0       | 70.3709  | 70.3709  | -0.3036  | -600.0000 | 600.0000
89        | 20       | 0       | -194.0996 | -194.0996 | 2.9923   | -400.0000 | 200.0000
89        | 21       | 0       | -5.4165  | -5.4165  | 1.7269   | -20.0000 | 0.0000  
