Individuo | Variable | Mascara | Original | Mutado | Noise | Lower | Upper
59        | 24       | 1       | -1.4797  | -0.6582  | 0.8214   | -20.0000 | 0.0000  
59        | 25       | 1       | 43.1968  | 43.2822  | 0.0853   | -600.0000 | 600.0000
59        | 26       | 1       | -106.6110 | -105.8310 | 0.7799   | -400.0000 | 200.0000
59        | 27       | 0       | -11.9623 | -11.9623 | 2.1027   | -20.0000 | 0.0000  
59        | 28       | 0       | 0.0000   | 0.0000   | -3.7427  | -600.0000 | 600.0000
59        | 29       | 0       | 0.0000   | 0.0000   | -2.1481  | -400.0000 | 200.0000
59        | 30       | 0       | 0.0000   | 0.0000   | 1.9921   | -20.0000 | 0.0000  

60        | 1        | 0       | 0.0000   | 0.0000   | -0.9413  | -600.0000 | 600.0000
60        | 2        | 0       | 0.0000   | 0.0000   | 1.2557   | -400.0000 | 200.0000
60        | 3        | 0       | 0.0000   | 0.0000   | 0.4599   | -20.0000 | 0.0000  
60        | 4        | 0       | 141.8617 | 141.8617 | -2.9705  | -600.0000 | 600.0000
60        | 5        | 0       | -339.3264 | -339.3264 | 1.5231   | -400.0000 | 200.0000
60        | 6        | 0       | -18.3179 | -18.3179 | 0.0817   | -20.0000 | 0.0000  
60        | 7        | 1       | 184.9593 | 182.6659 | -2.2934  | -600.0000 | 600.0000
60        | 8        | 0       | 133.4768 | 133.4768 | 3.2858   | -400.0000 | 200.0000
60        | 9        | 0       | -8.4239  | -8.4239  | 0.9380   | -20.0000 | 0.0000  
60        | 10       | 0       | 158.8696 | 158.8696 | 3.5084   | -600.0000 | 600.0000
60        | 11       | 0       | -306.1140 | -306.1140 | -2.3392  | -400.0000 | 200.0000
60        | 12       | 0       | -10.5216 | -10.5216 | 1.0814   | -20.0000 | 0.0000  
60        | 13       | 0       | 259.6765 | 259.6765 | -4.2019  | -600.0000 | 600.0000
60        | 14       | 0       | -237.4344 | -237.4344 | -0.5261  | -400.0000 | 200.0000
60        | 15       | 1       | -15.9549 | -13.6978 | 2.2572   | -20.0000 | 0.0000  
60        | 16       | 1       | 92.6399  | 93.1405  | 0.5007   | -600.0000 | 600.0000
60        | 17       | 1       | -373.7566 | -375.2470 | -1.4905  | -400.0000 | 200.0000
60        | 18       | 0       | -17.7126 | -17.7126 | -3.6845  | -20.0000 | 0.0000  
60        | 19       | 0       | 70.3709  | 70.3709  | 2.0608   | -600.0000 | 600.0000
60        | 20       | 0       | -194.0996 | -194.0996 | -0.7628  | -400.0000 | 200.0000
60        | 21       | 0       | -4.3170  | -4.3170  | 0.5303   | -20.0000 | 0.0000  
60        | 22       | 0       | 182.7500 | 182.7500 | -3.1261  | -600.0000 | 600.0000
60        | 23       | 0       | 107.3626 | 107.3626 | 0.6167   | -400.0000 | 200.0000
60        | 24       | 1       | -6.1501  | -6.5406  | -0.3904  | -20.0000 | 0.0000  
60        | 25       | 0       | -84.0827 | -84.0827 | -0.8735  | -600.0000 | 600.0000
60        | 26       | 0       | 3.0946   | 3.0946   | -1.5629  | -400.0000 | 200.0000
60        | 27       | 1       | -16.2261 | -15.1682 | 1.0578   | -20.0000 | 0.0000  
60        | 28       | 0       | 0.0000   | 0.0000   | 2.0210   | -600.0000 | 600.0000
60        | 29       | 0       | 0.0000   | 0.0000   | -3.2005  | -400.0000 | 200.0000
60        | 30       | 0       | 0.0000   | 0.0000   | 0.1322   | -20.0000 | 0.0000  

61        | 1        | 0       | 0.0000   | 0.0000   | 0.2448   | -600.0000 | 600.0000
61        | 2        | 0       | 0.0000   | 0.0000   | 1.7627   | -400.0000 | 200.0000
61        | 3        | 0       | 0.0000   | 0.0000   | 2.7769   | -20.0000 | 0.0000  
61        | 4        | 0       | 141.8617 | 141.8617 | 3.9083   | -600.0000 | 600.0000
61        | 5        | 1       | -339.3264 | -340.4342 | -1.1078  | -400.0000 | 200.0000
61        | 6        | 0       | -20.0000 | -20.0000 | 4.6324   | -20.0000 | 0.0000  
61        | 7        | 1       | 241.1630 | 236.5200 | -4.6429  | -600.0000 | 600.0000
61        | 8        | 0       | -356.3422 | -356.3422 | 1.6742   | -400.0000 | 200.0000
61        | 9        | 0       | -3.5628  | -3.5628  | -2.3128  | -20.0000 | 0.0000  
61        | 10       | 0       | 252.9519 | 252.9519 | 1.2885   | -600.0000 | 600.0000
61        | 11       | 0       | -297.0015 | -297.0015 | -2.0405  | -400.0000 | 200.0000
61        | 12       | 0       | -0.8765  | -0.8765  | 1.9276   | -20.0000 | 0.0000  
61        | 13       | 0       | 102.1747 | 102.1747 | 0.5992   | -600.0000 | 600.0000
61        | 14       | 1       | 171.3331 | 169.4906 | -1.8425  | -400.0000 | 200.0000
61        | 15       | 0       | -19.1516 | -19.1516 | -0.9767  | -20.0000 | 0.0000  
61        | 16       | 0       | -49.8823 | -49.8823 | 2.3435   | -600.0000 | 600.0000
61        | 17       | 1       | 35.0036  | 35.9692  | 0.9656   | -400.0000 | 200.0000
61        | 18       | 0       | -6.5078  | -6.5078  | 0.0699   | -20.0000 | 0.0000  
61        | 19       | 0       | 200.6548 | 200.6548 | -1.6690  | -600.0000 | 600.0000
61        | 20       | 0       | 66.2296  | 66.2296  | -0.4621  | -400.0000 | 200.0000
61        | 21       | 1       | -2.6760  | 0.0000   | 2.6982   | -20.0000 | 0.0000  
61        | 22       | 0       | 332.5763 | 332.5763 | -1.7228  | -600.0000 | 600.0000
61        | 23       | 0       | -64.9575 | -64.9575 | 6.6541   | -400.0000 | 200.0000
61        | 24       | 0       | -11.5156 | -11.5156 | 1.7101   | -20.0000 | 0.0000  
61        | 25       | 0       | -42.9138 | -42.9138 | -0.5616  | -600.0000 | 600.0000
61        | 26       | 1       | 36.2904  | 35.6378  | -0.6526  | -400.0000 | 200.0000
61        | 27       | 1       | -10.7888 | -12.5481 | -1.7594  | -20.0000 | 0.0000  
61        | 28       | 0       | 0.0000   | 0.0000   | -1.2773  | -600.0000 | 600.0000
61        | 29       | 0       | 0.0000   | 0.0000   | 0.4068   | -400.0000 | 200.0000
61        | 30       | 0       | 0.0000   | 0.0000   | 4.2501   | -20.0000 | 0.0000  

62        | 1        | 0       | 0.0000   | 0.0000   | -2.0154  | -600.0000 | 600.0000
62        | 2        | 0       | 0.0000   | 0.0000   | 1.6866   | -400.0000 | 200.0000
62        | 3        | 0       | 0.0000   | 0.0000   | 1.2956   | -20.0000 | 0.0000  
62        | 4        | 0       | -1.8165  | -1.8165  | 0.5823   | -600.0000 | 600.0000
62        | 5        | 0       | 15.8437  | 15.8437  | 1.0118   | -400.0000 | 200.0000
62        | 6        | 1       | -6.0573  | -9.2736  | -3.2163  | -20.0000 | 0.0000  
62        | 7        | 0       | 178.3667 | 178.3667 | 3.6013   | -600.0000 | 600.0000
62        | 8        | 0       | -234.8271 | -234.8271 | -3.3438  | -400.0000 | 200.0000
62        | 9        | 1       | -16.8759 | -15.8108 | 1.0651   | -20.0000 | 0.0000  
62        | 10       | 1       | -85.5274 | -86.8351 | -1.3077  | -600.0000 | 600.0000
62        | 11       | 1       | -323.4518 | -325.9701 | -2.5183  | -400.0000 | 200.0000
62        | 12       | 0       | -14.3245 | -14.3245 | 0.7562   | -20.0000 | 0.0000  
62        | 13       | 0       | 246.1670 | 246.1670 | -3.2811  | -600.0000 | 600.0000
62        | 14       | 1       | -126.8968 | -128.5795 | -1.6827  | -400.0000 | 200.0000
62        | 15       | 0       | -6.6448  | -6.6448  | -2.9789  | -20.0000 | 0.0000  
62        | 16       | 0       | 407.4138 | 407.4138 | 3.5298   | -600.0000 | 600.0000
62        | 17       | 0       | -297.9748 | -297.9748 | -1.6832  | -400.0000 | 200.0000
62        | 18       | 0       | -19.6171 | -19.6171 | 2.9300   | -20.0000 | 0.0000  
62        | 19       | 1       | 334.5670 | 334.8040 | 0.2371   | -600.0000 | 600.0000
62        | 20       | 1       | -35.7286 | -35.3950 | 0.3336   | -400.0000 | 200.0000
62        | 21       | 0       | -6.0072  | -6.0072  | -3.2218  | -20.0000 | 0.0000  
62        | 22       | 0       | 407.7406 | 395.2647 | -12.4759 | -600.0000 | 600.0000
62        | 23       | 0       | 81.3714  | 81.3714  | 0.5876   | -400.0000 | 200.0000
62        | 24       | 0       | -0.7816  | -0.7816  | 1.1304   | -20.0000 | 0.0000  
62        | 25       | 0       | 43.1968  | 43.1968  | 1.0831   | -600.0000 | 600.0000
62        | 26       | 0       | -106.6110 | -106.6110 | 0.9573   | -400.0000 | 200.0000
62        | 27       | 0       | -11.9623 | -11.9623 | -2.6314  | -20.0000 | 0.0000  
62        | 28       | 0       | 0.0000   | 0.0000   | -3.7479  | -600.0000 | 600.0000
62        | 29       | 0       | 0.0000   | 0.0000   | -1.1718  | -400.0000 | 200.0000
62        | 30       | 0       | 0.0000   | 0.0000   | -0.5595  | -20.0000 | 0.0000  

63        | 1        | 0       | 0.0000   | 0.0000   | 2.0971   | -600.0000 | 600.0000
63        | 2        | 0       | 0.0000   | 0.0000   | 2.4644   | -400.0000 | 200.0000
63        | 3        | 0       | 0.0000   | 0.0000   | -0.1587  | -20.0000 | 0.0000  
63        | 4        | 0       | 92.7348  | 92.7348  | 1.6890   | -600.0000 | 600.0000
63        | 5        | 0       | 119.3463 | 93.3141  | -26.0322 | -400.0000 | 200.0000
63        | 6        | 1       | -0.3852  | -2.9222  | -2.5370  | -20.0000 | 0.0000  
63        | 7        | 0       | -110.8989 | -110.8989 | 4.8924   | -600.0000 | 600.0000
63        | 8        | 0       | 96.5114  | 96.5114  | 0.2481   | -400.0000 | 200.0000
63        | 9        | 0       | -4.7094  | -4.7094  | -2.0739  | -20.0000 | 0.0000  
63        | 10       | 1       | 272.0052 | 276.1434 | 4.1382   | -600.0000 | 600.0000
63        | 11       | 1       | -217.1493 | -219.9975 | -2.8482  | -400.0000 | 200.0000
63        | 12       | 1       | -3.4121  | -2.0424  | 1.3697   | -20.0000 | 0.0000  
63        | 13       | 0       | -262.1746 | -262.1746 | 0.5765   | -600.0000 | 600.0000
63        | 14       | 0       | 123.6523 | 123.6523 | 2.1696   | -400.0000 | 200.0000
63        | 15       | 0       | -17.7484 | -17.7484 | -1.2568  | -20.0000 | 0.0000  
63        | 16       | 0       | -79.8333 | -79.8333 | 3.1649   | -600.0000 | 600.0000
63        | 17       | 0       | 198.3094 | 198.3094 | -2.0010  | -400.0000 | 200.0000
63        | 18       | 0       | -8.8188  | -8.8188  | 0.3638   | -20.0000 | 0.0000  
63        | 19       | 1       | -214.6054 | -218.2465 | -3.6411  | -600.0000 | 600.0000
63        | 20       | 1       | -271.0507 | -267.1024 | 3.9483   | -400.0000 | 200.0000
63        | 21       | 0       | -12.9896 | -12.9896 | -1.9447  | -20.0000 | 0.0000  
63        | 22       | 0       | -152.9601 | -152.9601 | 5.3158   | -600.0000 | 600.0000
63        | 23       | 0       | -358.7718 | -358.7718 | 1.5598   | -400.0000 | 200.0000
63        | 24       | 0       | -12.6085 | -12.6085 | 1.3916   | -20.0000 | 0.0000  
63        | 25       | 0       | -42.9138 | -42.9138 | 0.7737   | -600.0000 | 600.0000
63        | 26       | 0       | 36.5068  | 36.5068  | -1.9306  | -400.0000 | 200.0000
63        | 27       | 0       | -6.8654  | -6.8654  | -1.1222  | -20.0000 | 0.0000  
63        | 28       | 0       | 0.0000   | 0.0000   | -1.1859  | -600.0000 | 600.0000
63        | 29       | 0       | 0.0000   | 0.0000   | 0.0262   | -400.0000 | 200.0000
63        | 30       | 0       | 0.0000   | 0.0000   | -1.5872  | -20.0000 | 0.0000  

64        | 1        | 0       | 0.0000   | 0.0000   | 5.2608   | -600.0000 | 600.0000
64        | 2        | 0       | 0.0000   | 0.0000   | 0.6161   | -400.0000 | 200.0000
64        | 3        | 0       | 0.0000   | 0.0000   | 1.3281   | -20.0000 | 0.0000  
64        | 4        | 1       | 207.2436 | 205.7956 | -1.4480  | -600.0000 | 600.0000
64        | 5        | 1       | 80.0500  | 81.4115  | 1.3614   | -400.0000 | 200.0000
64        | 6        | 0       | -17.2099 | -17.2099 | -2.0833  | -20.0000 | 0.0000  
64        | 7        | 1       | 151.6421 | 149.5074 | -2.1348  | -600.0000 | 600.0000
64        | 8        | 0       | -52.6837 | -52.6837 | -0.5036  | -400.0000 | 200.0000
64        | 9        | 0       | -0.8962  | -0.8962  | -1.3555  | -20.0000 | 0.0000  
64        | 10       | 1       | 487.3045 | 488.0613 | 0.7568   | -600.0000 | 600.0000
64        | 11       | 0       | -391.1709 | -391.1709 | -1.3716  | -400.0000 | 200.0000
64        | 12       | 0       | -7.1549  | -7.1549  | -0.9431  | -20.0000 | 0.0000  
64        | 13       | 0       | -174.1205 | -174.1205 | 3.0308   | -600.0000 | 600.0000
64        | 14       | 0       | 4.3965   | 4.3965   | -0.6769  | -400.0000 | 200.0000
64        | 15       | 0       | -18.7487 | -18.7487 | -3.0396  | -20.0000 | 0.0000  
64        | 16       | 0       | -49.8823 | -49.8823 | -1.9634  | -600.0000 | 600.0000
64        | 17       | 0       | 35.0036  | 35.0036  | 4.6057   | -400.0000 | 200.0000
64        | 18       | 1       | -8.5142  | -5.4449  | 3.0693   | -20.0000 | 0.0000  
64        | 19       | 0       | -199.4320 | -199.4320 | -2.3804  | -600.0000 | 600.0000
64        | 20       | 0       | 36.6022  | 36.6022  | -0.5766  | -400.0000 | 200.0000
64        | 21       | 0       | -12.7537 | -12.7537 | -1.2003  | -20.0000 | 0.0000  
64        | 22       | 0       | -516.9577 | -516.9577 | -1.2494  | -600.0000 | 600.0000
64        | 23       | 0       | 69.4254  | 69.4254  | 2.4617   | -400.0000 | 200.0000
64        | 24       | 0       | -14.5140 | -14.5140 | -0.2143  | -20.0000 | 0.0000  
64        | 25       | 1       | -42.9618 | -40.8569 | 2.1049   | -600.0000 | 600.0000
64        | 26       | 0       | 36.7541  | 36.7541  | 0.5139   | -400.0000 | 200.0000
64        | 27       | 0       | -5.8121  | -5.8121  | 4.9923   | -20.0000 | 0.0000  
64        | 28       | 0       | 0.0000   | 0.0000   | 0.9203   | -600.0000 | 600.0000
64        | 29       | 0       | 0.0000   | 0.0000   | -1.0625  | -400.0000 | 200.0000
64        | 30       | 0       | 0.0000   | 0.0000   | -0.2070  | -20.0000 | 0.0000  

65        | 1        | 0       | 0.0000   | 0.0000   | 1.1238   | -600.0000 | 600.0000
65        | 2        | 0       | 0.0000   | 0.0000   | 2.9507   | -400.0000 | 200.0000
65        | 3        | 0       | 0.0000   | 0.0000   | 1.1353   | -20.0000 | 0.0000  
65        | 4        | 0       | 347.1247 | 347.1247 | -0.9063  | -600.0000 | 600.0000
65        | 5        | 0       | -103.6126 | -103.6126 | 1.0212   | -400.0000 | 200.0000
65        | 6        | 1       | -17.7307 | -20.0000 | -2.4127  | -20.0000 | 0.0000  
65        | 7        | 0       | 40.3470  | 40.3470  | -1.3497  | -600.0000 | 600.0000
65        | 8        | 0       | -47.8550 | -47.8550 | 2.7911   | -400.0000 | 200.0000
65        | 9        | 1       | -5.0912  | -6.8695  | -1.7783  | -20.0000 | 0.0000  
65        | 10       | 0       | -85.5274 | -85.5274 | -0.0145  | -600.0000 | 600.0000
65        | 11       | 0       | -323.4518 | -323.4518 | 0.8621   | -400.0000 | 200.0000
65        | 12       | 0       | -14.3245 | -14.3245 | -0.1986  | -20.0000 | 0.0000  
65        | 13       | 0       | -165.8175 | -165.8175 | -1.8839  | -600.0000 | 600.0000
65        | 14       | 0       | -12.4497 | -12.4497 | -0.8937  | -400.0000 | 200.0000
65        | 15       | 0       | -8.5844  | -8.5844  | -2.3328  | -20.0000 | 0.0000  
65        | 16       | 0       | -232.1267 | -232.1267 | 2.4355   | -600.0000 | 600.0000
65        | 17       | 1       | -194.2940 | -191.8505 | 2.4435   | -400.0000 | 200.0000
65        | 18       | 0       | -7.5742  | -7.5742  | 1.5383   | -20.0000 | 0.0000  
65        | 19       | 0       | -200.9693 | -506.7285 | -305.7592 | -600.0000 | 600.0000
65        | 20       | 0       | 34.3964  | 34.3964  | -2.8680  | -400.0000 | 200.0000
65        | 21       | 1       | -11.4171 | -9.9015  | 1.5156   | -20.0000 | 0.0000  
65        | 22       | 1       | -1.9587  | -1.0291  | 0.9295   | -600.0000 | 600.0000
65        | 23       | 1       | -149.1736 | -147.3409 | 1.8328   | -400.0000 | 200.0000
65        | 24       | 0       | -1.7031  | -1.7031  | 0.1563   | -20.0000 | 0.0000  
65        | 25       | 0       | -42.9138 | -42.9138 | 0.7163   | -600.0000 | 600.0000
65        | 26       | 0       | 36.5068  | 36.5068  | -0.2089  | -400.0000 | 200.0000
65        | 27       | 0       | -9.1307  | -9.1307  | 2.9550   | -20.0000 | 0.0000  
65        | 28       | 0       | 0.0000   | 0.0000   | 2.4637   | -600.0000 | 600.0000
65        | 29       | 0       | 0.0000   | 0.0000   | 4.5676   | -400.0000 | 200.0000
65        | 30       | 0       | 0.0000   | 0.0000   | -0.6643  | -20.0000 | 0.0000  

66        | 1        | 0       | 0.0000   | 0.0000   | -1.9333  | -600.0000 | 600.0000
66        | 2        | 0       | 0.0000   | 0.0000   | 3.6143   | -400.0000 | 200.0000
66        | 3        | 0       | 0.0000   | 0.0000   | -1.4805  | -20.0000 | 0.0000  
66        | 4        | 1       | 0.4313   | 1.8787   | 1.4473   | -600.0000 | 600.0000
66        | 5        | 0       | 14.5304  | 14.5304  | 4.3567   | -400.0000 | 200.0000
66        | 6        | 0       | -5.2910  | -5.2910  | -0.3195  | -20.0000 | 0.0000  
66        | 7        | 1       | 176.9190 | 173.3063 | -3.6127  | -600.0000 | 600.0000
66        | 8        | 0       | -232.7184 | -232.7184 | 1.9977   | -400.0000 | 200.0000
66        | 9        | 0       | -19.8934 | -19.8934 | -0.3019  | -20.0000 | 0.0000  
66        | 10       | 1       | 163.1284 | 163.0733 | -0.0551  | -600.0000 | 600.0000
66        | 11       | 0       | -40.4187 | -40.4187 | 1.1256   | -400.0000 | 200.0000
66        | 12       | 0       | -18.1214 | -18.1214 | -0.6824  | -20.0000 | 0.0000  
66        | 13       | 0       | 247.7969 | 247.7969 | 3.8921   | -600.0000 | 600.0000
66        | 14       | 1       | -131.8581 | -132.7219 | -0.8637  | -400.0000 | 200.0000
66        | 15       | 1       | -8.5215  | -4.9867  | 3.5348   | -20.0000 | 0.0000  
66        | 16       | 0       | 592.6181 | 592.6181 | -0.7129  | -600.0000 | 600.0000
66        | 17       | 0       | 124.9771 | 124.9771 | 3.3388   | -400.0000 | 200.0000
66        | 18       | 0       | -7.0186  | -7.0186  | -0.7141  | -20.0000 | 0.0000  
66        | 19       | 0       | 81.5118  | 81.5118  | -1.1279  | -600.0000 | 600.0000
66        | 20       | 1       | -30.5503 | -31.5616 | -1.0112  | -400.0000 | 200.0000
66        | 21       | 1       | -15.9738 | -15.8338 | 0.1400   | -20.0000 | 0.0000  
66        | 22       | 1       | 405.7860 | 404.0200 | -1.7660  | -600.0000 | 600.0000
66        | 23       | 0       | 81.6866  | 81.6866  | -2.2033  | -400.0000 | 200.0000
66        | 24       | 0       | -1.1646  | -1.1646  | 0.9922   | -20.0000 | 0.0000  
66        | 25       | 1       | 280.1252 | 274.3001 | -5.8251  | -600.0000 | 600.0000
66        | 26       | 0       | -176.6960 | -176.6960 | -0.6631  | -400.0000 | 200.0000
66        | 27       | 0       | -3.8174  | -3.8174  | -2.3833  | -20.0000 | 0.0000  
66        | 28       | 0       | 0.0000   | 0.0000   | -0.5768  | -600.0000 | 600.0000
66        | 29       | 0       | 0.0000   | 0.0000   | 0.9907   | -400.0000 | 200.0000
66        | 30       | 0       | 0.0000   | 0.0000   | -0.0684  | -20.0000 | 0.0000  

67        | 1        | 0       | 0.0000   | 0.0000   | -0.4091  | -600.0000 | 600.0000
67        | 2        | 0       | 0.0000   | 0.0000   | -0.4542  | -400.0000 | 200.0000
67        | 3        | 0       | 0.0000   | 0.0000   | 0.4837   | -20.0000 | 0.0000  
67        | 4        | 0       | 323.0350 | 323.0350 | -1.2399  | -600.0000 | 600.0000
67        | 5        | 0       | -157.3439 | -157.3439 | -6.4730  | -400.0000 | 200.0000
67        | 6        | 0       | -10.4025 | -10.4025 | -3.4797  | -20.0000 | 0.0000  
67        | 7        | 0       | 44.5279  | 44.5279  | -0.8889  | -600.0000 | 600.0000
67        | 8        | 0       | -47.8953 | -47.8953 | -1.0059  | -400.0000 | 200.0000
67        | 9        | 1       | -5.0912  | -4.3238  | 0.7674   | -20.0000 | 0.0000  
67        | 10       | 0       | 250.7119 | 250.7119 | -0.3930  | -600.0000 | 600.0000
67        | 11       | 1       | -351.1907 | -347.4191 | 3.7716   | -400.0000 | 200.0000
67        | 12       | 0       | -18.3032 | -18.3032 | -1.4097  | -20.0000 | 0.0000  
67        | 13       | 0       | 583.6403 | 583.6403 | -1.2813  | -600.0000 | 600.0000
67        | 14       | 0       | -175.0431 | -175.0431 | -2.8027  | -400.0000 | 200.0000
67        | 15       | 1       | -12.5872 | -14.5642 | -1.9770  | -20.0000 | 0.0000  
67        | 16       | 1       | -79.8333 | -79.3070 | 0.5263   | -600.0000 | 600.0000
67        | 17       | 0       | 195.9557 | 195.9557 | -0.1040  | -400.0000 | 200.0000
67        | 18       | 1       | -11.2198 | -8.6219  | 2.5979   | -20.0000 | 0.0000  
67        | 19       | 0       | 354.9512 | 354.9512 | 1.3087   | -600.0000 | 600.0000
67        | 20       | 0       | 134.0032 | 134.0032 | 1.3356   | -400.0000 | 200.0000
67        | 21       | 1       | -13.2401 | -13.2110 | 0.0291   | -20.0000 | 0.0000  
67        | 22       | 0       | 405.7860 | 405.7860 | -1.4997  | -600.0000 | 600.0000
67        | 23       | 0       | 82.1270  | 82.1270  | -1.0748  | -400.0000 | 200.0000
67        | 24       | 0       | -3.4786  | -3.4786  | 1.3708   | -20.0000 | 0.0000  
67        | 25       | 1       | -42.9138 | -43.8575 | -0.9438  | -600.0000 | 600.0000
67        | 26       | 0       | 36.5068  | 36.5068  | -2.4175  | -400.0000 | 200.0000
67        | 27       | 0       | -6.8654  | -6.8654  | 1.0453   | -20.0000 | 0.0000  
67        | 28       | 0       | 0.0000   | 0.0000   | -2.6493  | -600.0000 | 600.0000
67        | 29       | 0       | 0.0000   | 0.0000   | 0.1807   | -400.0000 | 200.0000
67        | 30       | 0       | 0.0000   | 0.0000   | 2.2725   | -20.0000 | 0.0000  

68        | 1        | 0       | 0.0000   | 0.0000   | 2.7260   | -600.0000 | 600.0000
68        | 2        | 0       | 0.0000   | 0.0000   | -2.5448  | -400.0000 | 200.0000
68        | 3        | 0       | 0.0000   | 0.0000   | -0.5454  | -20.0000 | 0.0000  
68        | 4        | 1       | -256.6167 | -259.0375 | -2.4208  | -600.0000 | 600.0000
68        | 5        | 1       | -46.1558 | -47.6723 | -1.5165  | -400.0000 | 200.0000
68        | 6        | 0       | -19.3900 | -19.3900 | 1.1943   | -20.0000 | 0.0000  
68        | 7        | 0       | -552.2750 | -552.2750 | -2.9212  | -600.0000 | 600.0000
68        | 8        | 0       | 93.8915  | 93.8915  | 3.4877   | -400.0000 | 200.0000
68        | 9        | 0       | -12.0859 | -12.0859 | -1.2069  | -20.0000 | 0.0000  
68        | 10       | 0       | -448.6430 | -448.6430 | -1.5149  | -600.0000 | 600.0000
68        | 11       | 0       | -86.6483 | -86.6483 | -0.2263  | -400.0000 | 200.0000
68        | 12       | 1       | -4.6001  | -5.4264  | -0.8263  | -20.0000 | 0.0000  
68        | 13       | 0       | -341.0148 | -341.0148 | 0.1896   | -600.0000 | 600.0000
68        | 14       | 0       | -24.7855 | -24.7855 | 1.5904   | -400.0000 | 200.0000
68        | 15       | 0       | -18.2931 | -18.2931 | -0.9208  | -20.0000 | 0.0000  
68        | 16       | 0       | -539.5294 | -539.5294 | 2.2829   | -600.0000 | 600.0000
68        | 17       | 0       | -81.1872 | -81.1872 | 0.9679   | -400.0000 | 200.0000
68        | 18       | 0       | -3.4687  | -3.4687  | -1.6703  | -20.0000 | 0.0000  
68        | 19       | 0       | -250.5006 | -250.5006 | 0.6833   | -600.0000 | 600.0000
68        | 20       | 0       | -132.4046 | -132.4046 | 0.9607   | -400.0000 | 200.0000
68        | 21       | 0       | -19.6308 | -19.6308 | -1.2696  | -20.0000 | 0.0000  
68        | 22       | 0       | -238.7447 | -238.7447 | 4.0261   | -600.0000 | 600.0000
68        | 23       | 0       | -95.7534 | -95.7534 | -1.6169  | -400.0000 | 200.0000
68        | 24       | 1       | -18.8765 | -16.9363 | 1.9402   | -20.0000 | 0.0000  
68        | 25       | 0       | -257.8858 | -257.8858 | -0.2992  | -600.0000 | 600.0000
68        | 26       | 0       | -295.9758 | -295.9758 | -1.5881  | -400.0000 | 200.0000
68        | 27       | 0       | -1.7280  | -1.7280  | 0.5889   | -20.0000 | 0.0000  
68        | 28       | 0       | 0.0000   | 0.0000   | 0.5287   | -600.0000 | 600.0000
68        | 29       | 0       | 0.0000   | 0.0000   | 2.5088   | -400.0000 | 200.0000
68        | 30       | 0       | 0.0000   | 0.0000   | 1.1709   | -20.0000 | 0.0000  

69        | 1        | 0       | 0.0000   | 0.0000   | 1.1113   | -600.0000 | 600.0000
69        | 2        | 0       | 0.0000   | 0.0000   | 0.0574   | -400.0000 | 200.0000
69        | 3        | 0       | 0.0000   | 0.0000   | -0.0973  | -20.0000 | 0.0000  
69        | 4        | 0       | 9.4976   | 9.4976   | -1.5805  | -600.0000 | 600.0000
69        | 5        | 0       | 104.4218 | 104.4218 | 0.4237   | -400.0000 | 200.0000
69        | 6        | 0       | -5.3440  | -5.3440  | -2.6563  | -20.0000 | 0.0000  
69        | 7        | 0       | 50.6846  | 50.6846  | -1.0277  | -600.0000 | 600.0000
69        | 8        | 0       | -42.0191 | -42.0191 | 0.1784   | -400.0000 | 200.0000
69        | 9        | 1       | -9.3694  | -9.2528  | 0.1166   | -20.0000 | 0.0000  
69        | 10       | 0       | -243.8294 | -243.8294 | 0.7694   | -600.0000 | 600.0000
69        | 11       | 0       | -60.9868 | -60.9868 | 0.6160   | -400.0000 | 200.0000
69        | 12       | 0       | -6.2223  | -6.2223  | 1.1211   | -20.0000 | 0.0000  
69        | 13       | 1       | 446.0515 | 443.0896 | -2.9619  | -600.0000 | 600.0000
69        | 14       | 0       | -18.2252 | -18.2252 | -3.1040  | -400.0000 | 200.0000
69        | 15       | 0       | -1.3434  | -1.3434  | 0.6363   | -20.0000 | 0.0000  
69        | 16       | 0       | -407.9140 | -407.9140 | 1.3669   | -600.0000 | 600.0000
69        | 17       | 0       | -123.0655 | -123.0655 | 0.7083   | -400.0000 | 200.0000
69        | 18       | 0       | -20.0000 | -20.0000 | -3.4396  | -20.0000 | 0.0000  
69        | 19       | 0       | -303.9854 | -303.9854 | -0.7442  | -600.0000 | 600.0000
69        | 20       | 1       | 37.7839  | 36.2960  | -1.4880  | -400.0000 | 200.0000
69        | 21       | 1       | -2.8715  | -1.5385  | 1.3330   | -20.0000 | 0.0000  
69        | 22       | 1       | 96.2068  | 95.6456  | -0.5612  | -600.0000 | 600.0000
69        | 23       | 0       | -79.8385 | -79.8385 | -3.1949  | -400.0000 | 200.0000
69        | 24       | 0       | -8.7113  | -8.7113  | 1.3550   | -20.0000 | 0.0000  
69        | 25       | 1       | 320.4085 | 321.4117 | 1.0033   | -600.0000 | 600.0000
69        | 26       | 1       | 87.7914  | 91.5758  | 3.7844   | -400.0000 | 200.0000
69        | 27       | 0       | -2.0731  | -2.0731  | -0.3380  | -20.0000 | 0.0000  
69        | 28       | 0       | 0.0000   | 0.0000   | -0.9942  | -600.0000 | 600.0000
69        | 29       | 0       | 0.0000   | 0.0000   | 0.1900   | -400.0000 | 200.0000
69        | 30       | 0       | 0.0000   | 0.0000   | 0.3727   | -20.0000 | 0.0000  

