Nombre	lat	lon
BZ0	39,79473459999999	-4,0836999
BZ1	39,79204537696077	-4,085595306338537
BZ2	39,794751728101396	-4,080285736115819
BZ3	39,794746305386774	-4,0845463782190485
BZ4	39,7938496382382	-4,0820556391556835
BZ5	39,79769420423554	-4,082890193755992
BZ6	39,79549653149626	-4,0858505617841185
BZ7	39,79883210696794	-4,090008894090831
BZ8	39,795565633779844	-4,092842650225856
BZ9	39,795045032410265	-4,085572844848016
BZ10	39,79137097782984	-4,0850158103153325
BZ11	39,79118430604746	-4,075353288078329
BZ12	39,795045025967895	-4,085936675849625
BZ13	39,79571379287825	-4,076981209961263
BZ14	39,80019277631949	-4,090230704117427
BZ15	39,79504501838483	-4,086300506851106
BZ16	39,79934982095481	-4,101438697847038
BZ17	39,793350872410876	-4,098078615147903
BZ18	39,7948827073039	-4,085572840445324
BZ19	39,78813714856545	-4,08213879239318
BZ20	39,78952435865024	-4,067992983493793
BZ21	39,794882700861564	-4,085936670591683
BZ22	39,797017411564035	-4,068555498703373
BZ23	39,80369355756113	-4,083886622547432
BZ24	39,794882693278545	-4,086300500737915
BZ25	39,80256260734706	-4,101814899796525
0.0	39,79347116199598	-4,108405658965733
0.0	39,79472038221228	-4,085572836042669
0.0	39,78394321494555	-4,098667692419486
0.0	39,782867464513075	-4,07949651041404
0.0	39,79472037576999	-4,085936665333784
0.0	39,7924766101646	-4,063989025851114
0.0	39,80575358065504	-4,062300369169237
0.0	39,79420354107216	-4,087867391771631
0.0	39,81180208488058	-4,075396433233907
0.0	39,80483624659826	-4,0951048597543425
0.0	39,79234170285565	-4,089886770913144
0.0	39,78923170938493	-4,109638574870939
0.0	39,77632579272527	-4,110834085345818
0.0	39,79245560991683	-4,090111513259321
0.0	39,775541661874655	-4,0989176707546084
0.0	39,78703845725404	-4,082294557314675
0.0	39,79213610787481	-4,090051473307336
0.0	39,80168835894431	-4,072410947650723
0.0	39,80821837902398	-4,07624899104475
0.0	39,79246381111296	-4,089673592316768
0.0	39,80185462650704	-4,090885861912272
0.0	39,787902846283096	-4,104540848659741
0.0	39,79248415931453	-4,090391884819815
0.0	39,777639699578295	-4,105115186610076
0.0	39,779562447915005	-4,091027531656211
0.0	39,79271416729058	-4,089625638261101
0.0	39,79252873827663	-4,074757616961446
0.0	39,806213495848134	-4,0730333559692555
0.0	39,79129664556186	-4,089889973707606
0.0	39,80908339868911	-4,089812646702
0.0	39,798073548829166	-4,109120150719918
0.0	39,79040962396284	-4,086895300700461
0.0	39,781879497437146	-4,10938915126686
0.0	39,77410124489681	-4,087971928177196
0.0	39,79172190385495	-4,085555065425549
0.0	39,781211522848224	-4,06742524713264
0.0	39,79605368924279	-4,070693853441038
0.0	39,792230723664076	-4,0853424963384875
0.0	39,80404866957116	-4,091463700084268
0.0	39,797830941710295	-4,100404717718299
0.0	39,793931183127185	-4,0865650489356975
0.0	39,78589263324742	-4,085678998529714
0.0	39,783801001093195	-4,07209005899155
0.0	39,79335478978917	-4,085326273000059
0.0	39,794706373156174	-4,083305265140141
0.0	39,80288335411045	-4,0996187589659305
