Nombre	lat	lon
BZ0	39,794746305386774	-4,0845463782190485
BZ1	39,79794456967591	-4,087358335248417
BZ2	39,792602676560364	-4,087230049764978
BZ3	39,795045032410265	-4,085572844848016
BZ4	39,79438330820859	-4,087272809384058
BZ5	39,79158114848698	-4,083112426608475
BZ6	39,795045025967895	-4,085936675849625
BZ7	39,79462930327222	-4,0804633879893855
BZ8	39,79895330410602	-4,085853600103698
BZ9	39,79504501838483	-4,086300506851106
BZ10	39,797918597081804	-4,095407697523428
BZ11	39,79247660417126	-4,0964430588057805
BZ12	39,7948827073039	-4,085572840445324
BZ13	39,789706257211584	-4,083496574478105
BZ14	39,79352037572245	-4,068310557286217
BZ15	39,794882700861564	-4,085936670591683
BZ16	39,79973010769422	-4,068916617093083
BZ17	39,80091513322836	-4,088877823193657
BZ18	39,794882693278545	-4,086300500737915
BZ19	39,79498416538954	-4,110687734259289
BZ20	39,787810505411166	-4,112037681019099
BZ21	39,79472038221228	-4,085572836042669
BZ22	39,787194114977645	-4,088528190529722
0.0	39,794629186902036	-4,0594004523238905
0.0	39,79472037576999	-4,085936665333784
0.0	39,803418547446746	-4,050318529438554
0.0	39,80504177084489	-4,069902258741892
0.0	39,79350324665411	-4,089834129948895
0.0	39,797472119069084	-4,102209817808212
0.0	39,787252534070134	-4,1215144767936325
0.0	39,79234170285565	-4,089886770913144
0.0	39,783233400322516	-4,114766850855526
0.0	39,788083883706705	-4,0912225273581955
0.0	39,79245560991683	-4,090111513259321
0.0	39,795894701531104	-4,0720735573615565
0.0	39,79821345232393	-4,07130088139662
0.0	39,79213610787481	-4,090051473307336
0.0	39,79263349648924	-4,085330299472205
0.0	39,78544777083978	-4,0991654797306785
0.0	39,79246381111296	-4,089673592316768
0.0	39,78541850698082	-4,101196132341079
0.0	39,79443028788501	-4,092466647455735
0.0	39,79248415931453	-4,090391884819815
0.0	39,80437858414704	-4,0833382771477895
0.0	39,804209213105615	-4,082631901698431
0.0	39,79271416729058	-4,089625638261101
0.0	39,79120538295034	-4,089988800103841
0.0	39,77558653078225	-4,097557334860681
0.0	39,794647131130006	-4,08865149865126
0.0	39,77263539507164	-4,097988290027075
0.0	39,78820809124943	-4,090866244088083
0.0	39,79495159282984	-4,087562187130025
0.0	39,811145006477524	-4,082418396834481
0.0	39,82151159687615	-4,079632243410083
0.0	39,791964138789936	-4,08728298544111
0.0	39,809052557246474	-4,084141416514996
0.0	39,78450869294197	-4,090981046042437
0.0	39,79043418267974	-4,086669990179323
0.0	39,770555606182356	-4,093315534070915
0.0	39,7788655616585	-4,089116015129576
0.0	39,79102929537039	-4,085942654747045
0.0	39,79714954068904	-4,083313185405005
0.0	39,80315025062089	-4,082363841025053
0.0	39,79147243049154	-4,0854829564277635
0.0	39,79196128469065	-4,086386957526233
0.0	39,78208340070979	-4,088813753068997
0.0	39,79281167545941	-4,086444747715657
0.0	39,78849281384046	-4,085706982037588
0.0	39,799039656017506	-4,0824801637373955
