Nombre	lat	lon
BZ0	39,79484267801233	-4,083921735980794
BZ1	39,794895536254344	-4,0840167794068485
BZ2	39,794916196906854	-4,0840628068546945
0.0	39,79492373586999	-4,0841867721803595
0.0	39,79493685754104	-4,084108834307813
0.0	39,79494933321784	-4,084193409586889
0.0	39,794802146783084	-4,08439926672572
0.0	39,79492334810677	-4,084268011970342
0.0	39,794868517419786	-4,084335134581952
