fecha_utc,perfil,lat,lon,x,y,t_ini,t_fin,zona_utm,profundidad,temperatura,pH,DO_SAT,DO,Blue,Chl
2025-07-22 11:28:33.500,1,39.7940274,-4.081192199999999,294.99205709999995,2.2969044,2697.181,2848.712,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:28:33.500,1,39.7940274,-4.081192199999999,294.99205709999995,2.2969044,2697.181,2848.712,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:28:33.500,1,39.7940274,-4.081192199999999,294.99205709999995,2.2969044,2697.181,2848.712,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:28:33.500,1,39.7940274,-4.081192199999999,294.99205709999995,2.2969044,2697.181,2848.712,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:28:33.500,1,39.7940274,-4.081192199999999,294.99205709999995,2.2969044,2697.181,2848.712,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:40:10.500,2,39.7940295,-4.0811911,251.4329058,2.4179997,3394.178,3545.715,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:40:10.500,2,39.7940295,-4.0811911,251.4329058,2.4179997,3394.178,3545.715,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:40:10.500,2,39.7940295,-4.0811911,251.4329058,2.4179997,3394.178,3545.715,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:40:10.500,2,39.7940295,-4.0811911,251.4329058,2.4179997,3394.178,3545.715,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-22 11:40:10.500,2,39.7940295,-4.0811911,251.4329058,2.4179997,3394.178,3545.715,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
