t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
530.883,199229.0,530.883,-26214.0,530.883,247.0,530.883,-87.0,884.547,-2.936835,883.254,6414.0,883.254,5452.0
531.165,251658.0,531.165,-20971.0,531.165,281.0,531.165,191.0,885.09,-2.89538,883.718,5925.0,883.718,5725.0
531.518,241172.0,531.518,-26214.0,531.518,341.0,531.518,-12.0,885.545,-2.861024,884.242,7042.0,884.242,4846.0
531.757,235929.0,531.757,-5242.0,531.757,125.0,531.757,-140.0,886.095,-2.840466,884.722,6695.0,884.722,5164.0
532.113,220200.0,532.113,0.0,532.113,144.0,532.113,-122.0,886.552,-2.83989,885.735,7031.0,885.735,4814.0
532.382,251658.0,532.382,-10485.0,532.382,202.0,532.382,-190.0,887.052,-2.847263,886.182,7147.0,886.182,4731.0
532.695,262143.0,532.695,-15728.0,532.695,129.0,532.695,-137.0,887.534,-2.858456,886.689,6594.0,886.689,5199.0
533.011,204472.0,533.011,-57671.0,533.011,139.0,533.011,-133.0,888.079,-2.866185,887.212,6940.0,887.212,4924.0
533.291,277872.0,533.291,-5242.0,533.291,247.0,533.291,-109.0,888.524,-2.867743,887.705,6693.0,887.705,5106.0
533.55,246415.0,533.55,-10485.0,533.55,-54.0,533.55,-89.0,889.059,-2.873085,888.71,6793.0,888.71,5132.0
533.851,272629.0,533.851,-5242.0,533.851,61.0,533.851,-17.0,889.568,-2.864104,889.208,6382.0,889.208,5436.0
534.202,225443.0,534.202,-15728.0,534.202,25.0,534.202,99.0,890.061,-2.833528,889.704,5771.0,889.704,6022.0
534.525,193986.0,534.525,-15728.0,534.525,58.0,534.525,22.0,890.531,-2.794247,890.15,6184.0,890.15,5654.0
534.768,183500.0,534.768,-36700.0,534.768,21.0,534.768,44.0,891.074,-2.728523,890.684,5799.0,890.684,6098.0
535.08,235929.0,535.08,-15728.0,535.08,98.0,535.08,202.0,891.52,-2.647037,891.188,5787.0,891.188,5829.0
535.381,209715.0,535.381,-20971.0,535.381,284.0,535.381,-122.0,892.038,-2.568533,891.689,6056.0,891.689,5794.0
535.688,225443.0,535.688,0.0,535.688,19.0,535.688,152.0,892.516,-2.503062,892.173,6207.0,892.173,5695.0
535.972,262143.0,535.972,-15728.0,535.972,17.0,535.972,48.0,893.066,-2.438223,892.721,6650.0,892.721,5194.0
536.283,251658.0,536.283,-20971.0,536.283,229.0,536.283,-3.0,893.512,-2.3958,893.189,6752.0,893.189,5101.0
536.567,246415.0,536.567,-5242.0,536.567,39.0,536.567,378.0,894.062,-2.360973,893.661,6454.0,893.661,5387.0
536.842,188743.0,536.842,-26214.0,536.842,-94.0,536.842,285.0,894.526,-2.336829,894.186,6644.0,894.186,5149.0
537.172,220200.0,537.172,-36700.0,537.172,44.0,537.172,-59.0,895.032,-2.346392,894.688,7440.0,894.688,4338.0
537.492,241172.0,537.492,-47185.0,537.492,62.0,537.492,-68.0,895.499,-2.381773,895.155,6997.0,895.155,4761.0
537.767,188743.0,537.767,-31457.0,537.767,175.0,537.767,334.0,896.035,-2.435425,895.69,7185.0,895.69,4641.0
538.064,199229.0,538.064,-31457.0,538.064,85.0,538.064,192.0,896.525,-2.494896,896.198,7100.0,896.198,4758.0
538.369,199229.0,538.369,-47185.0,538.369,153.0,538.369,152.0,897.043,-2.544833,896.649,6577.0,896.649,5357.0
538.668,256900.0,538.668,-68157.0,538.668,74.0,538.668,51.0,897.491,-2.586837,897.154,6631.0,897.154,5297.0
538.988,256900.0,538.988,-57671.0,538.988,107.0,538.988,-53.0,898.025,-2.618365,897.667,6523.0,897.667,5392.0
539.256,241172.0,539.256,-31457.0,539.256,20.0,539.256,98.0,898.504,-2.63555,898.145,6229.0,898.145,5545.0
539.563,230686.0,539.563,-26214.0,539.563,20.0,539.563,19.0,899.022,-2.624454,898.639,5737.0,898.639,6055.0
539.851,230686.0,539.851,-36700.0,539.851,0.0,539.851,142.0,899.49,-2.588497,899.167,5983.0,899.167,5904.0
540.125,214957.0,540.125,-31457.0,540.125,128.0,540.125,325.0,900.038,-2.53201,899.67,6050.0,899.67,5832.0
540.503,209715.0,540.503,-41943.0,540.503,245.0,540.503,-21.0,900.49,-2.462616,900.167,5861.0,900.167,5885.0
540.772,272629.0,540.772,-31457.0,540.772,72.0,540.772,209.0,901.03,-2.381069,900.646,6078.0,900.646,5712.0
541.05,256900.0,541.05,-47185.0,541.05,219.0,541.05,3.0,902.015,-2.27079,901.131,6564.0,901.131,5332.0
541.357,235929.0,541.357,-41943.0,541.357,124.0,541.357,86.0,902.532,-2.243258,901.613,6780.0,901.613,5021.0
541.659,235929.0,541.659,-36700.0,541.659,149.0,541.659,16.0,903.055,-2.224344,902.134,6643.0,902.134,5041.0
541.977,193986.0,541.977,-57671.0,541.977,113.0,541.977,46.0,903.587,-2.215899,902.629,6862.0,902.629,4887.0
542.246,178257.0,542.246,-36700.0,542.246,-17.0,542.246,-95.0,903.996,-2.228569,903.174,6575.0,903.174,5122.0
542.565,204472.0,542.565,-31457.0,542.565,167.0,542.565,-57.0,904.473,-2.263736,904.117,7282.0,904.117,4643.0
542.843,235929.0,542.843,-41943.0,542.843,103.0,542.843,-70.0,904.985,-2.301592,904.643,7086.0,904.643,4750.0
543.116,225443.0,543.116,-52428.0,543.116,-1.0,543.116,173.0,905.47,-2.356371,905.144,6891.0,905.144,4909.0
543.496,235929.0,543.496,-57671.0,543.496,221.0,543.496,-23.0,906.011,-2.40479,905.621,6736.0,905.621,5187.0
543.74,230686.0,543.74,-52428.0,543.74,46.0,543.74,-19.0,906.479,-2.437529,906.136,6415.0,906.136,5467.0
544.036,220200.0,544.036,-57671.0,544.036,290.0,544.036,-144.0,907.012,-2.456289,906.654,6371.0,906.654,5400.0
544.347,204472.0,544.347,-47185.0,544.347,-127.0,544.347,-48.0,907.507,-2.471693,907.105,6494.0,907.105,5325.0
544.675,256900.0,544.675,-62914.0,544.675,101.0,544.675,-67.0,907.973,-2.480469,907.616,6319.0,907.616,5365.0
544.986,225443.0,544.986,-57671.0,544.986,43.0,544.986,-122.0,908.457,-2.464468,908.128,5732.0,908.128,6083.0
545.229,251658.0,545.229,-52428.0,545.229,81.0,545.229,54.0,908.995,-2.434114,908.632,6005.0,908.632,5623.0
545.505,241172.0,545.505,-47185.0,545.505,335.0,545.505,-243.0,909.453,-2.381961,909.132,5754.0,909.132,6020.0
545.832,199229.0,545.832,-73400.0,545.832,130.0,545.832,-45.0,909.97,-2.328281,909.624,6033.0,909.624,5722.0
546.107,209715.0,546.107,-73400.0,546.107,250.0,546.107,19.0,910.524,-2.274618,910.08,6128.0,910.08,5579.0
546.466,188743.0,546.466,-94371.0,546.466,105.0,546.466,86.0,910.97,-2.2306,910.629,6551.0,910.629,5250.0
546.759,225443.0,546.759,-83886.0,546.759,114.0,546.759,-5.0,911.44,-2.194803,911.083,6430.0,911.083,5185.0
547.036,209715.0,547.036,-62914.0,547.036,169.0,547.036,55.0,912.006,-2.1749,911.616,6687.0,911.616,5195.0
547.325,209715.0,547.325,-78643.0,547.325,-2.0,547.325,197.0,912.462,-2.172707,912.122,6934.0,912.122,4849.0
547.637,220200.0,547.637,-78643.0,547.637,108.0,547.637,53.0,912.97,-2.183723,912.589,6964.0,912.589,4882.0
547.954,188743.0,547.954,-120586.0,547.954,-16.0,547.954,13.0,913.439,-2.210602,913.083,6919.0,913.083,4893.0
548.228,220200.0,548.228,-110100.0,548.228,57.0,548.228,-52.0,913.98,-2.241714,913.633,6638.0,913.633,5170.0
548.528,230686.0,548.528,-89128.0,548.528,75.0,548.528,-42.0,914.454,-2.266794,914.104,6542.0,914.104,5200.0
548.881,204472.0,548.881,-104857.0,548.881,-37.0,548.881,117.0,914.948,-2.305215,914.572,6926.0,914.572,4939.0
549.134,188743.0,549.134,-110100.0,549.134,55.0,549.134,136.0,915.448,-2.342569,915.11,6806.0,915.11,5040.0
549.452,188743.0,549.452,-125829.0,549.452,8.0,549.452,-186.0,915.953,-2.391254,915.619,6809.0,915.619,4948.0
549.714,193986.0,549.714,-110100.0,549.714,105.0,549.714,-18.0,916.43,-2.429333,916.077,6432.0,916.077,5347.0
550.015,193986.0,550.015,-104857.0,550.015,28.0,550.015,62.0,916.966,-2.45224,916.619,6415.0,916.619,5380.0
550.324,188743.0,550.324,-110100.0,550.324,-163.0,550.324,42.0,917.455,-2.463838,917.115,6359.0,917.115,5436.0
550.589,193986.0,550.589,-104857.0,550.589,-155.0,550.589,-142.0,917.972,-2.471087,917.573,6393.0,917.573,5414.0
550.977,152043.0,550.977,-78643.0,550.977,21.0,550.977,290.0,918.427,-2.45739,918.076,6163.0,918.076,5651.0
551.213,115343.0,551.213,-83886.0,551.213,-95.0,551.213,125.0,918.989,-2.426815,918.59,6217.0,918.59,5622.0
551.511,52428.0,551.511,-52428.0,551.511,-374.0,551.511,21.0,919.42,-2.379274,919.066,5986.0,919.066,5816.0
551.806,26214.0,551.806,-10485.0,551.806,-134.0,551.806,-34.0,919.943,-2.329712,919.568,6075.0,919.568,5707.0
552.122,-10485.0,552.122,-10485.0,552.122,48.0,552.122,52.0,920.434,-2.283173,920.088,6435.0,920.088,5311.0
552.451,-62914.0,552.451,10485.0,552.451,92.0,552.451,181.0,920.968,-2.243772,920.6,6384.0,920.6,5353.0
552.705,-57671.0,552.705,15728.0,552.705,-63.0,552.705,-166.0,921.915,-2.197732,921.086,6790.0,921.086,4986.0
553.037,-26214.0,553.037,0.0,553.037,34.0,553.037,162.0,922.417,-2.195563,921.568,6997.0,921.568,4758.0
553.305,-15728.0,553.305,15728.0,553.305,-129.0,553.305,-353.0,922.926,-2.209522,922.054,6817.0,922.054,4952.0
553.625,-68157.0,553.625,15728.0,553.625,34.0,553.625,220.0,923.402,-2.228887,922.585,6877.0,922.585,4935.0
553.952,-68157.0,553.952,36700.0,553.952,-278.0,553.952,-138.0,923.951,-2.264142,923.048,6971.0,923.048,4832.0
554.209,-89128.0,554.209,41943.0,554.209,115.0,554.209,-74.0,924.441,-2.303358,923.55,6882.0,923.55,4949.0
554.502,-104857.0,554.502,57671.0,554.502,-103.0,554.502,65.0,924.915,-2.348807,924.098,6850.0,924.098,4998.0
554.794,-110100.0,554.794,52428.0,554.794,135.0,554.794,164.0,925.405,-2.378666,924.539,6636.0,924.539,5246.0
555.129,-152043.0,555.129,41943.0,555.129,70.0,555.129,-64.0,925.924,-2.404103,925.04,6447.0,925.04,5314.0
555.465,-141557.0,555.465,57671.0,555.465,81.0,555.465,-234.0,926.39,-2.427456,925.608,6440.0,925.608,5367.0
555.7,-141557.0,555.7,36700.0,555.7,267.0,555.7,165.0,926.94,-2.444614,926.068,6699.0,926.068,5170.0
555.989,-136314.0,555.989,31457.0,555.989,59.0,555.989,96.0,927.406,-2.454913,927.578,5852.0,927.578,5948.0
556.299,-141557.0,556.299,47185.0,556.299,58.0,556.299,-50.0,927.946,-2.431087,928.027,6236.0,928.027,5606.0
556.607,-199229.0,556.607,10485.0,556.607,99.0,556.607,30.0,928.391,-2.395652,928.547,6056.0,928.547,5795.0
556.897,-183500.0,556.897,5242.0,556.897,-66.0,556.897,-107.0,928.943,-2.348127,929.055,6116.0,929.055,5670.0
557.208,-146800.0,557.208,31457.0,557.208,55.0,557.208,10.0,929.38,-2.29557,929.551,6244.0,929.551,5512.0
557.49,-178257.0,557.49,36700.0,557.49,118.0,557.49,-119.0,929.928,-2.24876,930.028,6484.0,930.028,5273.0
557.791,-173014.0,557.791,41943.0,557.791,233.0,557.791,-89.0,930.406,-2.208449,930.547,6575.0,930.547,5032.0
558.1,-131071.0,558.1,15728.0,558.1,83.0,558.1,-79.0,930.9,-2.174964,931.053,6678.0,931.053,5104.0
558.424,-146800.0,558.424,5242.0,558.424,135.0,558.424,5.0,931.379,-2.15583,931.543,6691.0,931.543,5176.0
558.704,-173014.0,558.704,10485.0,558.704,29.0,558.704,72.0,931.906,-2.149926,932.033,6747.0,932.033,5041.0
558.99,-141557.0,558.99,10485.0,558.99,17.0,558.99,16.0,932.377,-2.160948,932.516,6971.0,932.516,4928.0
559.341,-131071.0,559.341,-10485.0,559.341,101.0,559.341,-31.0,932.917,-2.191332,933.044,6778.0,933.044,5084.0
559.586,-110100.0,559.586,-31457.0,559.586,72.0,559.586,61.0,933.382,-2.221199,933.505,6733.0,933.505,5169.0
559.912,-68157.0,559.912,5242.0,559.912,79.0,559.912,87.0,933.893,-2.259474,934.011,6800.0,934.011,5065.0
560.18,-41943.0,560.18,15728.0,560.18,27.0,560.18,32.0,934.356,-2.304797,934.561,6500.0,934.561,5427.0
560.48,-68157.0,560.48,-5242.0,560.48,-10.0,560.48,17.0,934.91,-2.354937,935.034,6789.0,935.034,5064.0
560.778,-78643.0,560.778,-5242.0,560.778,-39.0,560.778,21.0,935.358,-2.406253,935.544,6422.0,935.544,5501.0
561.05,-52428.0,561.05,15728.0,561.05,9.0,561.05,31.0,935.87,-2.454975,936.033,6477.0,936.033,5366.0
561.432,-68157.0,561.432,-10485.0,561.432,93.0,561.432,56.0,936.371,-2.500378,936.552,6184.0,936.552,5642.0
561.676,-41943.0,561.676,-20971.0,561.676,-39.0,561.676,132.0,936.871,-2.531687,936.999,6167.0,936.999,5711.0
561.982,-31457.0,561.982,10485.0,561.982,16.0,561.982,191.0,937.346,-2.542215,937.528,5944.0,937.528,5793.0
562.272,-31457.0,562.272,0.0,562.272,-57.0,562.272,175.0,937.871,-2.528951,938.038,5982.0,938.038,5879.0
562.585,10485.0,562.585,57671.0,562.585,-89.0,562.585,101.0,938.375,-2.492184,938.489,6025.0,938.489,5820.0
562.905,-20971.0,562.905,31457.0,562.905,-36.0,562.905,54.0,938.904,-2.434598,939.038,6101.0,939.038,5721.0
563.177,-5242.0,563.177,41943.0,563.177,66.0,563.177,29.0,939.339,-2.371521,939.514,6000.0,939.514,5704.0
563.491,-15728.0,563.491,36700.0,563.491,-44.0,563.491,19.0,939.934,-2.305543,940.019,6682.0,940.019,5124.0
563.77,5242.0,563.77,52428.0,563.77,-75.0,563.77,52.0,940.342,-2.249818,940.546,6620.0,940.546,5123.0
564.079,31457.0,564.079,47185.0,564.079,-53.0,564.079,34.0,940.875,-2.211632,941.015,6864.0,941.015,4987.0
564.407,20971.0,564.407,68157.0,564.407,-92.0,564.407,-43.0,941.33,-2.190673,941.515,7028.0,941.515,4699.0
564.666,20971.0,564.666,62914.0,564.666,-89.0,564.666,-68.0,941.877,-2.187438,942.005,6852.0,942.005,5045.0
564.961,15728.0,564.961,62914.0,564.961,-110.0,564.961,-85.0,942.326,-2.197044,942.476,6915.0,942.476,4833.0
565.269,31457.0,565.269,52428.0,565.269,-68.0,565.269,-58.0,942.836,-2.23105,943.005,7225.0,943.005,4636.0
565.608,5242.0,565.608,36700.0,565.608,-66.0,565.608,-56.0,943.333,-2.286133,943.498,7024.0,943.498,4825.0
565.878,26214.0,565.878,41943.0,565.878,-123.0,565.878,-85.0,943.859,-2.355421,943.981,6721.0,943.981,5124.0
566.155,20971.0,566.155,41943.0,566.155,-57.0,566.155,-63.0,944.343,-2.414646,944.472,6532.0,944.472,5297.0
566.457,10485.0,566.457,31457.0,566.457,-48.0,566.457,-8.0,944.862,-2.471319,945.03,6343.0,945.03,5459.0
566.751,-10485.0,566.751,20971.0,566.751,-123.0,566.751,-6.0,945.336,-2.514155,945.492,6361.0,945.492,5465.0
567.072,20971.0,567.072,47185.0,567.072,-97.0,567.072,-41.0,945.852,-2.538558,945.962,5760.0,945.962,6034.0
567.368,31457.0,567.368,5242.0,567.368,-96.0,567.368,-19.0,946.327,-2.54246,946.495,5687.0,946.495,6153.0
567.689,5242.0,567.689,15728.0,567.689,-44.0,567.689,-41.0,946.845,-2.518172,946.99,5951.0,946.99,5818.0
567.956,15728.0,567.956,15728.0,567.956,-87.0,567.956,-19.0,947.314,-2.477078,947.454,6371.0,947.454,5378.0
568.247,26214.0,568.247,15728.0,568.247,-121.0,568.247,-9.0,947.867,-2.43625,947.982,6366.0,947.982,5444.0
568.566,15728.0,568.566,36700.0,568.566,-109.0,568.566,-43.0,948.33,-2.396442,948.507,6186.0,948.507,5613.0
568.884,-15728.0,568.884,5242.0,568.884,-141.0,568.884,-53.0,948.848,-2.351279,948.978,6692.0,948.978,5184.0
569.121,-15728.0,569.121,-5242.0,569.121,-71.0,569.121,-81.0,949.306,-2.320451,949.465,6772.0,949.465,5051.0
569.455,0.0,569.455,15728.0,569.455,-99.0,569.455,32.0,949.82,-2.300743,949.968,6926.0,949.968,4884.0
569.796,-5242.0,569.796,10485.0,569.796,-103.0,569.796,-12.0,950.303,-2.300313,950.449,6990.0,950.449,4773.0
570.018,-15728.0,570.018,5242.0,570.018,-44.0,570.018,-13.0,950.84,-2.30644,950.979,6953.0,950.979,4884.0
570.376,-15728.0,570.376,5242.0,570.376,-106.0,570.376,-51.0,951.295,-2.328564,951.468,6795.0,951.468,5105.0
570.644,-36700.0,570.644,-15728.0,570.644,-92.0,570.644,-7.0,951.816,-2.361843,951.978,6998.0,951.978,4834.0
570.942,-26214.0,570.942,0.0,570.942,-49.0,570.942,-28.0,952.336,-2.404172,952.463,6797.0,952.463,5024.0
571.246,-15728.0,571.246,15728.0,571.246,-56.0,571.246,-24.0,952.83,-2.453504,952.949,6609.0,952.949,5222.0
571.511,-20971.0,571.511,5242.0,571.511,-77.0,571.511,4.0,953.301,-2.498257,953.439,6631.0,953.439,5228.0
571.892,-47185.0,571.892,-15728.0,571.892,10.0,571.892,-29.0,953.831,-2.538522,953.959,6619.0,953.959,5223.0
572.137,-52428.0,572.137,-15728.0,572.137,-33.0,572.137,-32.0,954.297,-2.583317,954.436,6193.0,954.436,5624.0
572.437,-52428.0,572.437,-5242.0,572.437,-2.0,572.437,1.0,954.836,-2.615997,954.933,6345.0,954.933,5562.0
572.734,-15728.0,572.734,15728.0,572.734,-60.0,572.734,18.0,955.284,-2.641009,955.484,6267.0,955.484,5588.0
573.047,-26214.0,573.047,-15728.0,573.047,-67.0,573.047,43.0,955.835,-2.64905,955.904,6021.0,955.904,5765.0
573.383,-20971.0,573.383,20971.0,573.383,-38.0,573.383,23.0,956.28,-2.642279,956.428,6255.0,956.428,5563.0
573.603,-15728.0,573.603,0.0,573.603,-54.0,573.603,-8.0,956.828,-2.619366,957.424,6125.0,957.424,5703.0
573.95,-5242.0,573.95,0.0,573.95,-89.0,573.95,50.0,957.306,-2.580267,957.913,6271.0,957.913,5502.0
574.236,-31457.0,574.236,15728.0,574.236,-43.0,574.236,-8.0,957.792,-2.536307,958.43,6200.0,958.43,5567.0
574.539,-10485.0,574.539,0.0,574.539,-16.0,574.539,33.0,958.274,-2.482902,958.967,6419.0,958.967,5282.0
574.855,-20971.0,574.855,-10485.0,574.855,-50.0,574.855,3.0,958.8,-2.429753,959.968,6864.0,959.968,4931.0
575.127,-10485.0,575.127,-26214.0,575.127,-89.0,575.127,2.0,959.32,-2.382898,960.435,7036.0,960.435,4746.0
575.426,-10485.0,575.426,-10485.0,575.426,-60.0,575.426,-48.0,959.806,-2.336918,960.912,7189.0,960.912,4573.0
575.73,-10485.0,575.73,15728.0,575.73,-71.0,575.73,-5.0,960.28,-2.301947,961.405,7094.0,961.405,4700.0
576.063,-15728.0,576.063,-5242.0,576.063,-74.0,576.063,10.0,961.274,-2.282026,961.947,7477.0,961.947,4408.0
576.337,20971.0,576.337,15728.0,576.337,-42.0,576.337,4.0,961.784,-2.306409,962.438,7159.0,962.438,4737.0
576.629,-20971.0,576.629,0.0,576.629,-79.0,576.629,7.0,962.277,-2.359466,962.937,7397.0,962.937,4505.0
576.925,-26214.0,576.925,-10485.0,576.925,-48.0,576.925,-13.0,962.801,-2.427754,963.414,7022.0,963.414,4841.0
577.23,-36700.0,577.23,10485.0,577.23,-75.0,577.23,-4.0,963.255,-2.511375,963.901,6725.0,963.901,5148.0
577.536,26214.0,577.536,5242.0,577.536,-81.0,577.536,-28.0,963.78,-2.60071,964.393,6362.0,964.393,5577.0
577.815,-10485.0,577.815,0.0,577.815,-48.0,577.815,7.0,964.255,-2.692987,964.918,5689.0,964.918,6091.0
578.134,10485.0,578.134,-15728.0,578.134,-51.0,578.134,-25.0,965.249,-2.80847,965.435,5929.0,965.435,5900.0
578.416,-5242.0,578.416,31457.0,578.416,-56.0,578.416,6.0,965.859,-2.815649,965.949,5688.0,965.949,6135.0
578.712,-15728.0,578.712,20971.0,578.712,-39.0,578.712,-14.0,966.282,-2.789081,966.443,5882.0,966.443,5998.0
579.032,-31457.0,579.032,5242.0,579.032,-52.0,579.032,-3.0,966.787,-2.741357,966.881,5647.0,966.881,6101.0
579.343,-5242.0,579.343,31457.0,579.343,-57.0,579.343,-14.0,967.245,-2.66763,967.416,5770.0,967.416,5927.0
579.608,-5242.0,579.608,10485.0,579.608,-52.0,579.608,-29.0,967.779,-2.588087,967.915,6396.0,967.915,5392.0
579.909,5242.0,579.909,26214.0,579.909,-68.0,579.909,28.0,968.238,-2.516874,968.377,6434.0,968.377,5359.0
580.228,0.0,580.228,36700.0,580.228,-34.0,580.228,-10.0,968.789,-2.44918,969.421,6597.0,969.421,5126.0
580.515,10485.0,580.515,-10485.0,580.515,-66.0,580.515,-9.0,969.785,-2.33436,969.88,6875.0,969.88,4895.0
580.832,15728.0,580.832,0.0,580.832,-60.0,580.832,12.0,970.245,-2.302751,970.38,7069.0,970.38,4694.0
581.081,-5242.0,581.081,5242.0,581.081,-39.0,581.081,-4.0,970.837,-2.299929,970.906,7406.0,970.906,4533.0
581.41,-5242.0,581.41,15728.0,581.41,-42.0,581.41,-14.0,971.227,-2.334068,971.373,7177.0,971.373,4660.0
581.703,0.0,581.703,10485.0,581.703,-40.0,581.703,-59.0,971.767,-2.391821,971.869,7201.0,971.869,4684.0
582.012,0.0,582.012,5242.0,582.012,-53.0,582.012,-26.0,972.254,-2.454935,972.391,6973.0,972.391,4918.0
582.35,-10485.0,582.35,-20971.0,582.35,-46.0,582.35,-16.0,972.749,-2.529808,972.846,6787.0,972.846,5116.0
582.605,20971.0,582.605,20971.0,582.605,-62.0,582.605,0.0,973.23,-2.599471,973.389,6701.0,973.389,5243.0
582.904,10485.0,582.904,-5242.0,582.904,-37.0,582.904,-26.0,973.749,-2.666208,973.916,6419.0,973.916,5529.0
583.197,-5242.0,583.197,20971.0,583.197,-39.0,583.197,11.0,974.215,-2.718524,974.361,6410.0,974.361,5493.0
583.493,0.0,583.493,0.0,583.493,-35.0,583.493,-32.0,974.76,-2.753986,974.882,6057.0,974.882,5787.0
583.82,-26214.0,583.82,-15728.0,583.82,-31.0,583.82,-20.0,975.223,-2.761769,975.359,5987.0,975.359,5813.0
584.093,-10485.0,584.093,-10485.0,584.093,-59.0,584.093,-4.0,975.74,-2.739729,975.856,6155.0,975.856,5680.0
584.412,15728.0,584.412,31457.0,584.412,-10.0,584.412,-84.0,976.204,-2.696192,976.392,5980.0,976.392,5855.0
584.681,0.0,584.681,-15728.0,584.681,-66.0,584.681,-10.0,976.76,-2.645579,976.882,6147.0,976.882,5628.0
585.029,-26214.0,585.029,-10485.0,585.029,-20.0,585.029,8.0,977.205,-2.591048,977.351,6322.0,977.351,5504.0
585.318,10485.0,585.318,10485.0,585.318,-25.0,585.318,-24.0,977.719,-2.542789,977.872,6510.0,977.872,5178.0
585.593,10485.0,585.593,-5242.0,585.593,-58.0,585.593,-14.0,978.213,-2.507748,978.369,6536.0,978.369,5308.0
585.881,20971.0,585.881,0.0,585.881,-24.0,585.881,-36.0,978.742,-2.483345,978.848,6933.0,978.848,4868.0
586.183,-5242.0,586.183,10485.0,586.183,-45.0,586.183,-18.0,979.192,-2.47834,979.348,6943.0,979.348,4839.0
586.515,0.0,586.515,10485.0,586.515,-36.0,586.515,-14.0,979.728,-2.490111,979.886,6805.0,979.886,4997.0
586.799,-20971.0,586.799,10485.0,586.799,-37.0,586.799,-6.0,980.224,-2.516133,980.34,7022.0,980.34,4894.0
587.076,5242.0,587.076,26214.0,587.076,-30.0,587.076,-11.0,980.745,-2.560446,980.845,7196.0,980.845,4691.0
587.38,36700.0,587.38,-10485.0,587.38,-40.0,587.38,-6.0,981.184,-2.625116,981.379,7334.0,981.379,4540.0
587.674,-5242.0,587.674,20971.0,587.674,-35.0,587.674,-27.0,981.73,-2.703809,981.833,7330.0,981.833,4515.0
587.986,-31457.0,587.986,15728.0,587.986,-31.0,587.986,-4.0,982.186,-2.792642,982.401,6754.0,982.401,5090.0
588.312,-26214.0,588.312,10485.0,588.312,-18.0,588.312,-18.0,982.71,-2.865871,982.862,6128.0,982.862,5645.0
588.608,-5242.0,588.608,-10485.0,588.608,-10.0,588.608,-38.0,983.183,-2.916587,983.368,6800.0,983.368,5069.0
588.879,20971.0,588.879,0.0,588.879,-3.0,588.879,1.0,983.734,-2.966569,983.857,6093.0,983.857,5801.0
589.175,-5242.0,589.175,5242.0,589.175,-23.0,589.175,-45.0,984.198,-2.997743,984.369,6355.0,984.369,5542.0
589.491,-10485.0,589.491,20971.0,589.491,-25.0,589.491,-4.0,984.737,-3.019582,984.823,5949.0,984.823,5919.0
589.8,0.0,589.8,31457.0,589.8,-25.0,589.8,-16.0,985.225,-3.016744,985.351,5995.0,985.351,5799.0
590.075,26214.0,590.075,0.0,590.075,-16.0,590.075,-33.0,985.706,-3.000429,985.825,6316.0,985.825,5635.0
590.376,20971.0,590.376,10485.0,590.376,-23.0,590.376,-7.0,986.184,-2.963472,986.32,6286.0,986.32,5434.0
590.719,0.0,590.719,0.0,590.719,-36.0,590.719,-32.0,986.721,-2.923272,986.87,6493.0,986.87,5216.0
590.98,-10485.0,590.98,10485.0,590.98,-25.0,590.98,-20.0,987.209,-2.899381,987.339,6793.0,987.339,5023.0
591.302,5242.0,591.302,15728.0,591.302,-15.0,591.302,-4.0,987.701,-2.896937,987.873,6865.0,987.873,4953.0
591.571,5242.0,591.571,10485.0,591.571,-11.0,591.571,-22.0,988.169,-2.908604,988.333,7135.0,988.333,4665.0
