X,Y
-2.124033673113507348e+02,1.345738487920516135e+01
-2.052001782408682686e+02,1.137431679092649262e+01
-1.979969891703857172e+02,9.291248702647800783e+00
-1.907938000999031658e+02,7.208180614369108952e+00
-1.835906110294206997e+02,5.125112526090440213e+00
-1.763874219589381482e+02,3.042044437811748381e+00
-1.691842328884556821e+02,9.589763495330778653e-01
-1.619810438179731307e+02,-1.124091738745612190e+00
-1.632337723519701171e+02,-1.576932627501843598e+00
-1.668353668872113644e+02,-1.576932627501843598e+00
-1.704369614224526401e+02,-1.576932627501843598e+00
-1.740385559576938874e+02,-1.576932627501843598e+00
-1.776401504929351631e+02,-1.576932627501843598e+00
-1.812417450281764104e+02,-1.576932627501843598e+00
-1.848433395634176577e+02,-1.576932627501843598e+00
-1.884449340986589334e+02,-1.576932627501843598e+00
-1.923881611306315165e+02,-2.897883391911504347e+00
-1.986089381408124837e+02,-1.302517258571774939e+01
-2.048297151509935077e+02,-2.315246177952410633e+01
-2.110504921611744749e+02,-3.327975097333035137e+01
-2.172712691713554989e+02,-4.340704016713671365e+01
-2.234920461815365229e+02,-5.353432936094306172e+01
-2.297128231917174901e+02,-6.366161855474931031e+01
-2.359336002018985141e+02,-7.378890774855567258e+01
-2.421543772120794813e+02,-8.391619694236192117e+01
-2.515657620810598587e+02,-8.752819495004446537e+01
-2.644578100687303959e+02,-8.403260257286471813e+01
-2.773498580564008194e+02,-8.053701019568501351e+01
-2.902419060440713565e+02,-7.704141781850526627e+01
-3.031339540317417800e+02,-7.354582544132554744e+01
-3.160260020194123172e+02,-7.005023306414580020e+01
-3.289180500070829112e+02,-6.655464068696605295e+01
-3.418100979947532778e+02,-6.305904830978634834e+01
-3.547021459824238718e+02,-5.956345593260660110e+01
-3.734592910784650144e+02,-7.869176630604206935e+01
-3.934511934604791463e+02,-1.025830035743442039e+02
-4.134430958424932783e+02,-1.264742408426463385e+02
-4.334349982245072397e+02,-1.503654781109482030e+02
-4.534269006065211443e+02,-1.742567153792500676e+02
-4.734188029885353330e+02,-1.981479526475522164e+02
-4.934107053705494650e+02,-2.220391899158543652e+02
-5.134026077525636538e+02,-2.459304271841564855e+02
-5.303045661112080325e+02,-2.654124245670948881e+02
-5.325292903588473337e+02,-2.639505324945570237e+02
-5.347540146064866349e+02,-2.624886404220191025e+02
-5.369787388541259361e+02,-2.610267483494812382e+02
-5.392034631017652373e+02,-2.595648562769433738e+02
-5.414281873494045385e+02,-2.581029642044054526e+02
-5.436529115970438397e+02,-2.566410721318675883e+02
-5.458776358446831409e+02,-2.551791800593297239e+02
-5.481023600923224421e+02,-2.537172879867918311e+02
-5.488564088148316387e+02,-2.551573116409267072e+02
-5.482623383059715252e+02,-2.592574247111782029e+02
-5.476682677971115254e+02,-2.633575377814296417e+02
-5.470741972882514119e+02,-2.674576508516810236e+02
-5.464801267793914121e+02,-2.715577639219325192e+02
-5.458860562705312987e+02,-2.756578769921840149e+02
-5.452919857616712989e+02,-2.797579900624354536e+02
-5.446979152528111854e+02,-2.838581031326869493e+02
-5.441038447439511856e+02,-2.879582162029383312e+02
-5.407732155168326926e+02,-2.848364430736051531e+02
-5.370321024819754712e+02,-2.806313870143341660e+02
-5.332909894471182497e+02,-2.764263309550631789e+02
-5.295498764122610282e+02,-2.722212748957921917e+02
-5.258087633774039205e+02,-2.680162188365212614e+02
-5.220676503425466990e+02,-2.638111627772502743e+02
-5.183265373076894775e+02,-2.596061067179792872e+02
-5.145854242728321424e+02,-2.554010506587083000e+02
-5.132033972583207060e+02,-2.520532623770287159e+02
-5.203140799170536184e+02,-2.517916380946780350e+02
-5.274247625757865308e+02,-2.515300138123273541e+02
-5.345354452345195568e+02,-2.512683895299766732e+02
-5.416461278932525829e+02,-2.510067652476259923e+02
-5.487568105519854953e+02,-2.507451409652753114e+02
-5.558674932107184077e+02,-2.504835166829246305e+02
-5.629781758694513201e+02,-2.502218924005739495e+02
-5.700888585281843461e+02,-2.499602681182232686e+02
-5.688929373645386249e+02,-2.481785131792519223e+02
-5.613073209529094356e+02,-2.452274269659570223e+02
-5.537217045412804737e+02,-2.422763407526622075e+02
-5.461360881296512844e+02,-2.393252545393673074e+02
-5.385504717180220950e+02,-2.363741683260724074e+02
-5.309648553063929057e+02,-2.334230821127775357e+02
-5.233792388947637164e+02,-2.304719958994826357e+02
-5.157936224831347545e+02,-2.275209096861877924e+02
-5.082080060715055652e+02,-2.245698234728928924e+02
-5.099387584474993105e+02,-2.409218637985779878e+02
-5.125567840413617660e+02,-2.591122971279753529e+02
-5.151748096352242783e+02,-2.773027304573726610e+02
-5.177928352290866769e+02,-2.954931637867700260e+02
-5.204108608229490756e+02,-3.136835971161669363e+02
-5.230288864168115879e+02,-3.318740304455643013e+02
-5.256469120106741002e+02,-3.500644637749616095e+02
-5.282649376045364988e+02,-3.682548971043589745e+02
-5.253394884025085503e+02,-3.845189506583581647e+02
-5.067075272787933500e+02,-3.953249281820631609e+02
-4.880755661550777518e+02,-4.061309057057684413e+02
-4.694436050313622104e+02,-4.169368832294736649e+02
-4.508116439076466122e+02,-4.277428607531789453e+02
-4.321796827839310140e+02,-4.385488382768841689e+02
-4.135477216602158705e+02,-4.493548158005892219e+02
-3.949157605365002723e+02,-4.601607933242944455e+02
-3.762837994127846741e+02,-4.709667708479996691e+02
-3.653281955932734490e+02,-4.689905096209760700e+02
-3.593073928978934646e+02,-4.587970949113411052e+02
-3.532865902025135938e+02,-4.486036802017064247e+02
-3.472657875071336093e+02,-4.384102654920715167e+02
-3.412449848117536249e+02,-4.282168507824366088e+02
-3.352241821163736404e+02,-4.180234360728017009e+02
-3.292033794209937128e+02,-4.078300213631667930e+02
-3.231825767256138420e+02,-3.976366066535320556e+02
-3.171617740302338575e+02,-3.874431919438971477e+02
-3.086652284783409073e+02,-3.897811111856259458e+02
-3.000561491602427395e+02,-3.926886365160530659e+02
-2.914470698421446286e+02,-3.955961618464801859e+02
-2.828379905240467451e+02,-3.985036871769072491e+02
-2.742289112059485774e+02,-4.014112125073343691e+02
-2.656198318878504665e+02,-4.043187378377615460e+02
-2.570107525697523556e+02,-4.072262631681886660e+02
-2.484016732516542447e+02,-4.101337884986157860e+02
-2.405620488123462053e+02,-4.084855861535850750e+02
-2.344811783817005448e+02,-3.964242919789368216e+02
-2.284003079510548844e+02,-3.843629978042885682e+02
-2.223194375204092523e+02,-3.723017036296403717e+02
-2.162385670897635919e+02,-3.602404094549921183e+02
-2.101576966591180735e+02,-3.481791152803441491e+02
-2.040768262284724130e+02,-3.361178211056958958e+02
-1.979959557978267526e+02,-3.240565269310476424e+02
-1.919150853671811205e+02,-3.119952327563993890e+02
-1.859934673366834090e+02,-2.961467336683416534e+02
-1.801567839195980696e+02,-2.782783919597992508e+02
-1.743201005025126165e+02,-2.604100502512564503e+02
-1.684834170854271633e+02,-2.425417085427136215e+02
-1.626467336683417102e+02,-2.246733668341708210e+02
-1.568100502512562571e+02,-2.068050251256279921e+02
-1.509733668341708039e+02,-1.889366834170851916e+02
-1.451366834170854645e+02,-1.710683417085427891e+02
-1.393000000000000114e+02,-1.531999999999999886e+02
