X,Y
-1.187482412060301442e+02,-6.670100502512563878e+01
-1.197733668341708579e+02,-6.777236180904523621e+01
-1.207984924623115432e+02,-6.884371859296481944e+01
-1.218236180904522428e+02,-6.991507537688441687e+01
-1.228487437185929565e+02,-7.098643216080401430e+01
-1.238738693467336702e+02,-7.205778894472362595e+01
-1.248989949748743697e+02,-7.312914572864323759e+01
-1.259241206030150693e+02,-7.420050251256280660e+01
-1.269492462311557688e+02,-7.527185929648240403e+01
-1.279743718592964683e+02,-7.634321608040201568e+01
-1.289994974874371678e+02,-7.741457286432161311e+01
-1.300246231155778958e+02,-7.848592964824121054e+01
-1.310497487437185953e+02,-7.955728643216082219e+01
-1.320748743718592948e+02,-8.062864321608040541e+01
-1.330999999999999943e+02,-8.170000000000000284e+01
