fecha_utc,t_comun,x,y,lat,lon,utm_zone,u_raw,v_raw,du_raw,dv_raw,orientacion_raw,theta,throttle_L,throttle_R,Ah,mode,profile_id,static_control,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
2025-07-22 10:01:29.750000,0.0,3.5898896999999996,2.7265973999999997,39.794057099999996,-4.0810951,30.0,-0.0099598,0.0099598,0.0332044,-0.0058595999999999995,1.724349,-45.0,-609.0,609.0,0.010285,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:01:56.750000,31.925166666666666,2.2773729,2.7383162999999997,39.794057099999996,-4.0810949999999995,30.0,0.0796917,-0.0498066,-0.0009766,-0.0214852,1.723144,135.0,-609.0,609.0,0.012051,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:02:28.750000,63.85033333333333,3.1094147999999997,2.7265973999999997,39.794057099999996,-4.0810952,30.0,0.0996132,-0.5279568,-0.385757,0.5674046,2.263639,108.43276304565558,-619.0,598.0,0.014511,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:03:00.500000,95.7755,2.8867556999999997,2.7187848,39.794056999999995,-4.081095299999999,30.0,0.1095749,-0.0099598,-0.0546896,0.014649,-2.173948,180.0,-619.0,598.0,0.01697,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:03:32.750000,127.70066666666666,2.5469076,2.7070659,39.7940567,-4.0810954,30.0,0.0398449,-0.0398449,0.014649,0.0,-0.996738,-146.31077315511757,-609.0,609.0,0.019459,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:04:04.500000,159.62583333333333,2.6797218,2.7070659,39.7940566,-4.0810954,30.0,-0.06973,-0.0099598,-0.0039064,-0.019532,2.181841,-116.56450475881778,-609.0,609.0,0.021945,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:04:36.500000,191.551,2.4375312,2.7070659,39.794056499999996,-4.081095299999999,30.0,-0.06973,0.0498066,-0.0712918,0.1347708,0.817321,90.0,-1176.0,42.0,0.02853,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:05:08.250000,223.47616666666667,2.5273760999999997,2.7187848,39.794056399999995,-4.0810952,30.0,0.0896515,-0.3088051,-0.0126958,0.1728582,-1.498371,14.034314879877265,3916.0,4588.0,0.069129,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:05:40.250000,255.40133333333333,4.816467899999999,2.7187848,39.7940563,-4.081095299999999,30.0,0.0498066,-0.0298832,0.0615258,-0.1240282,0.185757,0.0,-609.0,609.0,0.110374,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:06:12,287.3265,4.2188039999999996,2.7187848,39.7940563,-4.0810954,30.0,-0.0199215,-0.0398449,0.0429704,-0.019532,-1.235691,-146.31077315511757,-619.0,619.0,0.11489,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:06:44.250000,319.25166666666667,3.6875471999999996,2.7070659,39.7940559,-4.081095599999999,30.0,-0.0796917,-0.0398449,-0.068362,-0.034181,-0.455983,153.4371346835769,-609.0,609.0,0.117366,2.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:07:16,351.1768333333333,5.796949199999999,2.6992532999999996,39.7940557,-4.0810957,30.0,0.1095749,-0.2689583,-0.0156256,-0.0185554,-1.170811,-143.1305394996035,4392.0,5116.0,0.13851,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:07:48,383.102,9.0196467,2.6875343999999997,39.7940553,-4.0810957,30.0,0.06973,-0.27892,0.043947,-0.122075,-1.274196,153.43604169070974,4449.0,5181.0,0.165367,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:08:19.750000,415.02716666666663,10.93764,2.6797218,39.794055199999995,-4.0810959,30.0,0.0099598,-0.27892,-0.1591858,0.0312512,-1.621293,-135.0,4434.0,5124.0,0.192077,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:08:51.750000,446.95233333333334,9.679811399999998,2.6797218,39.794055,-4.0810959,30.0,-0.0498066,-0.2490349,0.0644556,-0.0898472,-1.821359,-90.0,4429.0,5231.0,0.22219,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:09:23.750000,478.8775,10.3868517,2.656284,39.7940547,-4.0810959,30.0,0.13946,-0.2490349,0.1386772,-0.180671,-1.093479,-153.4371346835769,4438.0,5063.0,0.24858,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:09:55.750000,510.80266666666665,17.5197555,2.656284,39.7940545,-4.081096,30.0,0.2291134,-0.0996132,-0.0136724,0.029298,-0.275407,-90.0,4503.0,5111.0,0.27504,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:10:27.750000,542.7278333333334,25.2190728,2.656284,39.7940541,-4.0810963,30.0,0.2291134,0.1593834,-0.1894604,-0.0185554,0.634637,0.0,4411.0,5062.0,0.301188,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:10:59.500000,574.653,28.508177399999997,2.6680029,39.7940539,-4.0810963,30.0,-0.1095749,0.2888817,-0.0166022,0.0673854,1.880136,-108.43276304565558,4393.0,4918.0,0.326181,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:11:31.500000,606.5781666666667,21.7073091,2.656284,39.7940538,-4.0810964,30.0,-0.3088051,0.1095749,-0.33790359999999997,0.0712918,2.844559,-135.0,4477.0,4917.0,0.350466,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:12:03.250000,638.5033333333333,12.968915999999998,2.6367524999999996,39.7940537,-4.0810968,30.0,-0.2191517,-0.20919000000000001,0.0576194,-0.0009766,-2.466178,-146.31077315511757,4451.0,5040.0,0.375206,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:12:35.250000,670.4285,10.0470036,2.6289398999999998,39.7940536,-4.0810968999999995,30.0,-0.0796917,0.3386883,-0.0351576,0.1796944,1.736652,-108.43276304565558,4399.0,5056.0,0.405635,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:13:07.250000,702.3536666666666,7.808693699999999,2.617221,39.7940532,-4.081097,30.0,-0.06973,0.3187668,-0.0410172,0.0478534,1.720323,80.53915460912168,4485.0,4836.0,0.434453,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:13:39.250000,734.2788333333333,6.0469523999999995,2.6094084,39.794053,-4.0810968999999995,30.0,-0.0498066,0.27892,0.004883,-0.039064,1.730644,141.34045829493675,4671.0,4800.0,0.459595,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:14:11.250000,766.204,4.4570883,2.5898768999999997,39.794053,-4.081097,30.0,-0.0597683,0.2589966,-0.0771514,-0.1972732,1.732823,180.0,4519.0,5070.0,0.484847,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:14:43,798.1291666666666,2.3789366999999997,2.5781579999999997,39.7940527,-4.0810971,30.0,-0.1095749,0.3187668,-0.0693386,-0.0312512,1.710686,0.0,4100.0,5233.0,0.510056,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:15:14.750000,830.0543333333333,0.9375119999999999,2.5664390999999998,39.7940525,-4.081097199999999,30.0,0.0,0.1693432,-0.0224618,0.0029297999999999998,1.606056,-45.0,2698.0,3916.0,0.523597,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
2025-07-22 10:15:46.750000,861.9795,0.2890662,2.5781579999999997,39.7940523,-4.081097199999999,30.0,0.0298832,0.3187668,-0.2744246,-0.3427866,0.877603,180.0,126.0,1344.0,0.529292,4.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null
