fecha utc,t_x,x,t_y,y,t_lat,lat,t_lon,lon,t_utm_zone,utm_zone,t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_theta,theta,t_T_L,throttle_L,t_T_R,throttle_R,t_Ah,Ah,t_static_control,static_control,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
2025-05-16 09:30:24.500000,4.031,62.559394499999996,4.031,-14.597843099999999,4.42,40.3758414,4.42,-3.7040583999999996,4.068,30.0,4.031,0.0298832,4.031,0.0099598,4.031,0.0107426,4.031,-0.0654322,4.419,2.706338,4.031,71.56723695434444,4.422,45.0,4.422,45.0,6.685,2.299266,4.811,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:25,4.422,62.5476756,4.422,-14.5900305,4.681,40.375841099999995,4.681,-3.7040582,4.558,30.0,4.422,-0.06973,4.422,0.0597683,4.422,0.0332044,4.422,0.0722684,4.419,2.706338,4.422,-49.39883392407007,4.422,45.0,4.422,45.0,6.685,2.299266,4.811,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:25.250000,4.959,62.48908109999999,4.959,-14.547061199999998,5.009,40.3758409,5.009,-3.7040579,4.814,30.0,4.959,0.0298832,4.959,-0.0099598,4.959,0.0,4.959,-0.0166022,4.713,2.704787,4.959,-11.30825116116451,4.861,45.0,4.861,45.0,6.685,2.299266,4.811,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:25.750000,5.256,62.477362199999995,5.256,-14.539248599999999,5.426,40.3758408,5.426,-3.7040577999999997,5.304,30.0,5.256,-0.0597683,5.256,0.0597683,5.256,-0.0166022,5.256,0.043947,5.254,2.706225,5.256,108.43276304565558,5.416,45.0,5.416,45.0,6.685,2.299266,4.811,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:26,5.562,62.450018099999994,5.562,-14.539248599999999,5.727,40.375840499999995,5.727,-3.7040575,5.563,30.0,5.562,0.0199215,5.562,0.0199215,5.562,-0.004883,5.562,-0.034181,5.254,2.706225,5.562,-45.0,5.416,45.0,5.416,45.0,6.685,2.299266,4.811,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:26.250000,5.881,62.438299199999996,5.881,-14.5197171,6.066,40.3758404,6.066,-3.7040574,5.81,30.0,5.881,-0.0199215,5.881,0.0099598,5.881,0.0224618,5.881,0.0058595999999999995,5.729,2.706619,5.881,45.0,5.88,45.0,5.88,45.0,6.685,2.299266,5.808,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:26.750000,6.153,62.430486599999995,6.153,-14.5079982,6.417,40.375840499999995,6.417,-3.7040572999999997,6.3,30.0,6.153,0.0298832,6.153,0.0199215,6.153,-0.0009766,6.153,-0.011719199999999999,6.234,2.702281,6.153,-63.43713468357687,6.353,45.0,6.353,45.0,6.685,2.299266,5.808,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:27,6.442,62.450018099999994,6.442,-14.5079982,6.811,40.3758403,6.811,-3.7040572,6.547,30.0,6.442,-0.0099598,6.442,0.0,6.442,-0.0449236,6.442,-0.0322278,6.702,2.703265,6.442,56.310773155117566,6.353,45.0,6.353,45.0,6.685,2.299266,5.808,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:27.500000,7.048,62.4070488,7.048,-14.500185599999998,7.101,40.3758402,7.101,-3.7040569999999997,7.049,30.0,7.048,-0.0099598,7.048,0.0796917,7.048,0.0459002,7.048,-0.0361342,6.702,2.703265,7.048,-90.0,6.872,45.0,6.872,45.0,6.685,2.299266,6.813,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:27.750000,7.383,62.4187677,7.383,-14.488466699999998,7.45,40.3758402,7.45,-3.7040564999999996,7.296,30.0,7.383,0.0298832,7.383,0.0298832,7.383,-0.0136724,7.383,0.0087894,7.225,2.702388,7.383,0.0,7.383,30.0,7.383,30.0,6.685,2.299266,6.813,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:28,7.643,62.4070488,7.643,-14.457216299999999,7.842,40.3758401,7.842,-3.7040563,7.541,30.0,7.643,0.0498066,7.643,0.06973,7.643,0.0166022,7.643,-0.0029297999999999998,7.703,2.701417,7.643,-7.12383945062389,7.383,30.0,7.383,30.0,6.685,2.299266,7.84,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:28.500000,7.943,62.38751729999999,7.943,-14.4494037,8.147,40.37584,8.147,-3.7040561,8.023,30.0,7.943,-0.0099598,7.943,0.0498066,7.943,-0.0068362,7.943,-0.004883,7.703,2.701417,7.943,45.0,7.85,45.0,7.85,45.0,6.685,2.299266,7.84,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:28.750000,8.256,62.36798579999999,8.256,-14.429872199999998,8.491,40.375839899999995,8.491,-3.7040561,8.306,30.0,8.256,0.0,8.256,-0.0099598,8.256,0.014649,8.256,0.034181,8.256,2.704032,8.256,35.53738243006747,8.368,45.0,8.368,45.0,6.685,2.299266,7.84,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:29.250000,8.557,62.3797047,8.557,-14.398621799999999,8.892,40.37584,8.892,-3.704056,8.798,30.0,8.557,0.0896515,8.557,-0.0199215,8.557,-0.0156256,8.557,0.0068362,8.7,2.702121,8.557,-11.30825116116451,8.89,45.0,8.89,45.0,6.685,2.299266,8.795,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:29.500000,9.146,62.38751729999999,9.146,-14.386902899999999,9.237,40.375839899999995,9.237,-3.7040556999999996,9.043,30.0,9.146,0.0298832,9.146,0.0398449,9.146,-0.0078128,9.146,0.0029297999999999998,8.7,2.702121,9.146,180.0,8.89,45.0,8.89,45.0,6.685,2.299266,8.795,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:29.750000,9.443,62.3797047,9.443,-14.398621799999999,9.563,40.3758398,9.563,-3.7040556999999996,9.291,30.0,9.443,-0.0398449,9.443,-0.0099598,9.443,0.059572599999999996,9.443,0.011719199999999999,9.24,2.70084,9.443,102.5281648536811,9.343,45.0,9.343,45.0,6.685,2.299266,8.795,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:30.250000,9.741,62.34845429999999,9.741,-14.3790903,9.903,40.3758397,9.903,-3.7040555,9.806,30.0,9.741,-0.0398449,9.741,0.0199215,9.741,0.004883,9.741,-0.0273448,9.704,2.703231,9.741,45.0,9.856,45.0,9.856,45.0,6.685,2.299266,9.803,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:30.500000,10.046,62.34845429999999,10.046,-14.359558799999999,10.243,40.3758396,10.243,-3.7040552,10.051,30.0,10.046,0.0099598,10.046,0.0398449,10.046,-0.009766,10.046,-0.0058595999999999995,10.212,2.703173,10.046,36.86946050039653,9.856,45.0,9.856,45.0,6.685,2.299266,9.803,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:31,10.374,62.34064169999999,10.374,-14.359558799999999,10.584,40.3758396,10.584,-3.704055,10.515,30.0,10.374,0.0398449,10.374,0.0498066,10.374,-0.0605492,10.374,-0.0224618,10.212,2.703173,10.374,-104.03431487987726,10.373,45.0,10.373,45.0,6.685,2.299266,9.803,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:31.250000,10.641,62.34064169999999,10.641,-14.3400273,10.959,40.3758395,10.959,-3.7040547999999998,10.808,30.0,10.641,0.0099598,10.641,0.0597683,10.641,0.0039064,10.641,-0.004883,10.703,2.70616,10.641,-63.436041690709715,10.865,45.0,10.865,45.0,6.685,2.299266,10.807,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:31.500000,11.244,62.328922799999994,11.244,-14.3283084,11.331,40.3758394,11.331,-3.7040545,11.032,30.0,11.244,-0.0099598,11.244,0.06973,11.244,-0.011719199999999999,11.244,-0.0175788,11.242,2.709046,11.244,14.034314879877265,10.865,45.0,10.865,45.0,11.144,2.299545,10.807,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:32,11.537,62.309391299999994,11.537,-14.3087769,11.636,40.375839299999996,11.636,-3.7040544,11.538,30.0,11.537,0.0,11.537,-0.0099598,11.537,-0.0205086,11.537,-0.0605492,11.242,2.709046,11.537,38.65954170506327,11.335,45.0,11.335,45.0,11.144,2.299545,10.807,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:32.250000,11.859,62.297672399999996,11.859,-14.297057999999998,11.983,40.3758391,11.983,-3.7040542,11.785,30.0,11.859,-0.0199215,11.859,0.0298832,11.859,0.0009766,11.859,-0.014649,11.682,2.705803,11.859,9.460845390878317,11.858,45.0,11.858,45.0,11.144,2.299545,11.783,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:32.750000,12.103,62.2781409,12.103,-14.277526499999999,12.374,40.3758391,12.374,-3.7040542,12.274,30.0,12.103,0.0398449,12.103,-0.0099598,12.103,-0.0087894,12.103,0.0302746,12.221,2.710893,12.103,-45.0,12.373,45.0,12.373,45.0,11.144,2.299545,11.783,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:33,12.435,62.289859799999995,12.435,-14.257995,12.695,40.3758389,12.695,-3.7040539,12.506,30.0,12.435,-0.0099598,12.435,0.0199215,12.435,-0.0058595999999999995,12.435,0.0429704,12.221,2.710893,12.435,-8.12879094783033,12.373,45.0,12.373,45.0,11.144,2.299545,11.783,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:33.250000,12.733,62.2586094,12.733,-14.250182399999998,13.055,40.3758388,13.055,-3.7040537,12.784,30.0,12.733,-0.0298832,12.733,0.0498066,12.733,-0.0361342,12.733,-0.0039064,12.699,2.7131,12.733,180.0,12.859,45.0,12.859,45.0,11.144,2.299545,12.781,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:33.750000,13.347,62.2390779,13.347,-14.238463499999998,13.42,40.375838699999996,13.42,-3.7040534999999997,13.27,30.0,13.347,-0.0498066,13.347,0.0398449,13.347,0.0644556,13.347,0.0175788,13.214,2.707465,13.347,-33.689226844882434,13.347,30.0,13.347,30.0,11.144,2.299545,12.781,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:34,13.63,62.20782749999999,13.63,-14.226744599999998,13.727,40.3758383,13.727,-3.7040531999999997,13.524,30.0,13.63,-0.0996132,13.63,-0.0099598,13.63,0.0312512,13.63,0.0859408,13.692,2.713632,13.63,104.03431487987726,13.347,30.0,13.347,30.0,11.144,2.299545,12.781,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:34.500000,13.922,62.20001489999999,13.922,-14.226744599999998,14.081,40.3758383,14.081,-3.704053,14.001,30.0,13.922,0.0199215,13.922,0.0597683,13.922,0.0166022,13.922,-0.0214852,13.692,2.713632,13.922,-26.562865316423125,13.828,45.0,13.828,45.0,11.144,2.299545,13.776,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:34.750000,14.232,62.20782749999999,14.232,-14.207213099999999,14.425,40.3758384,14.425,-3.7040526999999996,14.278,30.0,14.232,0.0996132,14.232,0.0498066,14.232,-0.0654322,14.232,-0.009766,14.232,2.715487,14.232,-30.963113676603122,14.355,30.0,14.355,30.0,11.144,2.299545,13.776,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:35,14.534,62.20782749999999,14.534,-14.1876816,14.818,40.3758383,14.818,-3.7040525,14.535,30.0,14.534,-0.0398449,14.534,0.0099598,14.534,-0.0312512,14.534,-0.0654322,14.697,2.716327,14.534,-59.036886323396885,14.355,30.0,14.355,30.0,11.144,2.299545,14.818,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:35.500000,14.821,62.20001489999999,14.821,-14.179868999999998,15.133,40.375838099999996,15.133,-3.7040525,14.999,30.0,14.821,-0.0398449,14.821,-0.0298832,14.821,0.059572599999999996,14.821,0.0605492,14.697,2.716327,14.821,-51.34045829493674,14.821,45.0,14.821,45.0,11.144,2.299545,14.818,0.0,Null,Null,Null,Null,Null,Null,Null
2025-05-16 09:30:35.750000,15.391,62.168764499999995,15.391,-14.156431199999998,15.459,40.375838,15.459,-3.7040520999999997,15.264,30.0,15.391,0.0,15.391,0.06973,15.391,-0.0371108,15.391,-0.053713,15.199,2.725541,15.391,-95.70972751485115,15.317,30.0,15.317,30.0,11.144,2.299545,14.818,0.0,Null,Null,Null,Null,Null,Null,Null
