Tiempo_rasp,Tiempo_Relativo_rasp,Profundidad_rasp,Tiempo_sonda,Tiempo_Relativo_sonda,Profundidad_sonda,Tiempo_paparazzi,Tiempo_Relativo_paparazzi,Profundidad_paparazzi,Static_control,Mode
2025-05-09 02:40:37,3985.0,-0.526928,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:40:43,3991.0,-0.523955,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:40:48,3996.0,-0.527919,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:40:53,4001.0,-0.529901,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:40:58,4006.0,-0.37729,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:04,4012.0,-0.309904,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:09,4017.0,-0.0215294,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:15,4023.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:20,4028.0,0.606751,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:25,4033.0,0.825757,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:30,4038.0,1.09332,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:36,4044.0,1.40449,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:41,4049.0,1.70574,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:46,4054.0,1.96935,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:51,4059.0,2.15466,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:41:56,4064.0,2.46285,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:02,4070.0,2.77303,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:07,4075.0,3.0505,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:12,4080.0,3.49644,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:18,4086.0,3.64112,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:23,4091.0,3.64905,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:28,4096.0,3.63914,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:34,4102.0,3.64806,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:39,4107.0,3.44293,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:44,4112.0,3.22194,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:49,4117.0,3.02573,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:42:55,4123.0,2.73339,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:00,4128.0,2.53222,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:05,4133.0,2.29736,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:10,4138.0,1.99313,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:15,4143.0,1.80484,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:21,4149.0,1.5244,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:26,4154.0,1.21422,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:31,4159.0,1.06359,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:37,4165.0,0.74846,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:42,4170.0,0.481887,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:47,4175.0,-0.0145925,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:52,4180.0,-0.230626,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:43:57,4185.0,-0.475397,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:03,4191.0,-0.519,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:08,4196.0,-0.515036,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:13,4201.0,-0.522964,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:18,4206.0,-0.516027,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:23,4211.0,-0.525937,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:29,4217.0,-0.519991,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:34,4222.0,-0.398101,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:39,4227.0,-0.199905,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:45,4233.0,0.0220736,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:50,4238.0,0.325313,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:44:55,4243.0,0.639453,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:00,4248.0,0.90008,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:05,4253.0,1.10819,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:11,4259.0,1.42728,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:16,4264.0,1.72854,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:21,4269.0,2.02187,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:26,4274.0,2.20322,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:31,4279.0,2.48763,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:37,4285.0,2.78096,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:43,4291.0,3.26554,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:48,4296.0,3.50437,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:53,4301.0,3.70653,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:45:59,4307.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:04,4312.0,3.71148,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:09,4317.0,3.7095,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:18,4326.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:26,4334.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:35,4343.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:43,4351.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:46:52,4360.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:00,4368.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:09,4377.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:17,4385.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:26,4394.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:34,4402.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:43,4411.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:47:51,4419.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:00,4428.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:08,4436.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:17,4445.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:25,4453.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:34,4462.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:42,4470.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:51,4479.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:48:59,4487.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:08,4496.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:16,4504.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:25,4513.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:33,4521.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:42,4530.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:50,4538.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:49:59,4547.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:07,4555.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:16,4564.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:24,4572.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:33,4581.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:41,4589.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:50,4598.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:50:58,4606.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:07,4615.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:15,4623.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:24,4632.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:32,4640.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:41,4649.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:49,4657.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:51:58,4666.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:06,4674.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:15,4683.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:23,4691.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:32,4700.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:40,4708.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:49,4717.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:52:57,4725.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:06,4734.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:14,4742.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:23,4751.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:31,4759.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:40,4768.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:48,4776.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:53:57,4785.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:05,4793.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:14,4802.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:22,4810.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:31,4819.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:39,4827.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:48,4836.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:54:56,4844.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:05,4853.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:13,4861.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:22,4870.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:30,4878.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:39,4887.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:47,4895.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:55:56,4904.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:04,4912.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:13,4921.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:21,4929.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:30,4938.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:38,4946.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:47,4955.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:56:55,4963.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:04,4972.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:12,4980.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:21,4989.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:29,4997.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:38,5006.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:46,5014.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:57:55,5023.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:03,5031.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:12,5040.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:21,5049.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:29,5057.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:38,5066.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:46,5074.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:58:55,5083.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:03,5091.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:12,5100.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:20,5108.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:29,5117.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:37,5125.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
2025-05-09 02:59:46,5134.0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
0,0,0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0
