Tiempo,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,-677.557,219.754,664.271,956.382,8.3667,657.873,101.197
,-684.494,219.347,663.895,953.652,834.937,742.808,104.695
,-677.557,219.198,664.303,956.183,837.392,537.632,937.322
,-682.512,218.974,663.845,952.997,834.963,568.804,989.382
