Tiempo,Profundidad,Temperatura,pH,DO_SAT,DO,Blue,Chl
,-581.432,221.862,708.841,931.018,811.185,640.821,312.514
,-582.423,221.926,703.389,936.604,815.953,596.664,36.848
,-581.432,221.955,700.215,932.002,811.898,4.4339,372.745
,-571.522,221.949,701.023,935.027,814.542,482.611,382.037
,-56.954,221.914,681.536,931.123,811.197,613.203,309.247
,-574.495,22.189,672.951,929.955,810.215,573.814,458.007
,-577.468,221.838,6.6784,nan,816.479,496.878,259.515
,-578.459,221.771,661.972,937.682,817.103,512.621,323.887
,-57.945,221.771,661.972,93.162,811.852,490.901,413.532
,-57.945,221.607,651.552,934.627,nan,450.545,388.185
,-580.441,221.581,652.205,933.084,813.425,nan,338.723
,-582.423,221.336,649.779,931.649,812.556,489.788,380.759
,-576.477,221.262,648.768,936.714,817.091,427.187,299.919
,-576.477,221.082,646.109,940.849,8.2098,492.921,344.281
,-57.945,220.918,646.506,935.832,8.1686,447.632,336.976
,-57.945,220.765,645.319,936.534,817.714,514.003,340.536
,-578.459,220.779,6.4249,935.735,816.995,566.265,210.596
,-576.477,220.717,648.192,929.047,811.251,625.357,383.764
,-582.423,220.712,6.5076,93.053,812.554,569.665,302.284
,nan,220.536,643.734,938.269,8.1959,379.464,218.774
,-576.477,220.373,764.572,960.531,839.299,283.167,436.068
,-514.045,222.798,719.943,106.853,929.325,0,0
,-535.847,230.687,715.618,112.683,965.406,375.603,0
,-529.901,233.823,714.407,116.177,989.461,819.979,0
,-52.891,237.062,712.827,120.208,10.1757,0,0
,-532.874,238.546,712.045,120.983,10.2129,409.208,0
,-53.882,240.834,711.096,122.465,10.3171,974.936,0
,-52.891,241.701,710.653,122.024,nan,253.419,0
,-522.964,242.106,710.516,122.372,10.2616,322.395,0
,-522.964,24.275,7.1042,121.968,10.2155,0,0
,-525.937,243.089,710.659,120.668,10.1003,113.159,0
,-523.955,243.512,710.956,120.672,10.0927,0,0
,-52.891,243.753,710.356,120.195,10.0483,148.571,0
,-530.892,243.973,710.198,120.342,10.0565,196.329,0
,-519.991,244.261,710.041,119.69,999.659,0,0
,-524.946,244.525,7.1008,117.771,9.8315,125.873,0
,-519.991,244.707,710.083,117.664,981.925,1.0264,0
,-522.964,244.868,710.296,118.279,986.765,47.551,0
,-520.982,244.915,710.355,117.203,977.701,234.326,0
,-472.424,245.056,710.334,117.109,9.7666,165.753,0
,309.457,245.104,711.187,117.519,979.996,814.635,0
,118.251,245.343,710.561,122.968,10.2498,138.976,0
,205.061,245.559,710.509,128.562,10.7118,72.556,0
,289.888,245.681,710.864,133.842,11.1492,352.056,0
,302.771,245.737,711.027,137.885,11.4848,0,0
,272.447,245.783,711.056,139.166,11.5905,0,0
,201.889,245.825,711.095,137.945,11.4879,0,0
,167.701,245.896,711.128,132.806,11.0585,0,0
,167.998,246.033,7.1104,132.073,10.9947,118.968,0
,146.494,246.029,710.919,132.234,11.1987,0,0
,764.316,246.224,711.338,130.799,10.8887,117.922,0
,300.538,246.149,711.432,124.427,10.3559,648.304,0
,303.511,246.203,711.375,122.074,10.1591,136.225,0
,nan,246.227,nan,121.201,10.086,254.312,0
,-507.109,246.281,709.933,118.571,986.611,0,0
,-5.081,246.395,709.952,117.221,975.178,396.354,0
,104.325,246.537,711.341,115.862,963.616,1.2814,0
,956.566,246.488,711.467,121.103,10.0729,0,0
,179.097,246.601,711.691,126.445,10.5151,157.482,0
,261.447,246.561,712.123,131.728,10.9553,0,0
,257.384,246.642,712.068,135.568,11.2729,191.436,0
,186.628,246.651,712.375,nan,11.2397,712.568,0
,119.638,246.587,712.958,130.755,10.8738,0,0
,119.737,246.524,712.839,129.521,10.7724,585.478,0
,873.324,246.695,712.948,126.954,10.5555,1.974,0
,164.774,246.745,7.1323,123.947,10.3046,825.781,0
,-169.185,246.855,713.116,119.941,996.958,329.588,0
,-501.163,246.873,711.255,117.767,978.928,0,0
,-507.109,246.873,711.255,116.183,965.685,131.465,0
,-502.154,246.974,711.576,116.173,965.423,238.043,0
,-529.901,246.974,711.576,116.173,965.423,238.043,0
,-53.882,247.002,712.283,nan,956.427,800.943,0
,-535.847,247.024,712.648,116.178,965.377,481.581,0
,-52.891,247.085,712.778,115.043,955.836,710.654,0
,-52.891,247.059,712.742,115.668,961.073,0,0
,-295.039,247.141,714.941,116.207,965.408,0,0
,220.736,247.177,715.805,115.763,961.652,141.492,0
,320.358,247.042,715.654,119.304,9.9132,119.042,0
,550.265,247.108,714.949,120.016,9.9711,883.118,0
,790.081,247.074,714.898,123.329,10.247,248.097,0
,107.846,247.108,715.347,126.509,10.5106,0,nan
,138.665,247.051,7.1537,128.419,10.6703,615.964,0
,163.439,247.028,715.072,130.213,10.8199,118.288,0
,183.953,247.122,715.065,132.158,10.9796,311.267,0
,2.1606,247.023,715.419,133.788,11.1171,1.6794,0
,246.979,246.955,715.631,136.285,11.326,156.798,0
,260.654,246.965,715.786,138.166,11.4821,158.518,0
,261.249,247.052,715.895,138.288,11.4904,126.804,0
,211.898,247.016,7.1616,137.809,11.4503,612.349,0
,1.9307,246.974,715.977,136.586,11.2167,169.144,0
,165.521,246.992,nan,132.812,11.0366,478.059,0
,135.494,247.076,716.536,130.244,10.8215,0,0
,120.431,246.992,716.809,128.771,10.7007,197.417,0
,105.467,247.113,716.243,127.838,10.6209,1.5505,0
,75.837,247.135,715.358,nan,10.3819,406.943,0
,517.563,247.104,715.727,123.433,10.2551,695.982,0
,292.611,247.203,715.301,121.028,10.0534,269.801,0
,-864.668,247.318,715.399,118.236,981.943,221.626,0
,-205.851,247.314,7.1491,117.833,978.603,168.301,0
,-473.415,247.342,714.877,115.303,957.542,624.342,0
,-499.181,247.336,713.889,nan,9.4878,427.914,0
,-491.253,247.395,714.074,113.044,938.685,0,0
,-489.271,247.384,713.956,112.462,933.874,659.441,0
,-503.145,247.325,714.055,112.243,932.156,149.102,0
,-503.145,247.435,714.027,111.315,924.259,0,0
,-501.163,247.514,7.1412,113.652,943.531,563.974,0
,-496.208,24.742,713.496,114.055,947.165,0,0
,-497.199,24.748,713.679,114.546,951.113,401.756,nan
,-493.235,247.314,713.618,113.688,944.175,0,0
,-504.136,247.381,714.199,113.224,940.204,0,0
,-501.163,247.318,713.923,112.936,937.927,137.596,0
,-49.819,247.389,714.149,113.353,941.267,437.797,0
,-49.819,24.733,714.302,113.15,939.677,46.622,0
,-494.226,247.305,713.902,112.724,936.185,160.679,0
,-501.163,247.386,714.177,112.663,935.538,130.483,0
,-501.163,247.274,714.356,112.164,931.591,nan,0
,-49.819,247.324,714.052,114.252,948.846,222.579,0
,-495.217,247.386,714.386,115.48,958.936,781.322,0
,-494.226,247.403,715.004,115.021,955.089,162.757,0
,-502.154,247.336,715.575,114.929,954.441,247.154,0
,-496.208,247.365,713.568,114.858,953.805,0,0
,-49.819,24.733,713.769,114.139,nan,148.683,0
,-49.819,247.308,7.1448,114.79,953.339,144.117,0
,-496.208,247.308,714.698,114.203,948.466,605.395,0
,-49.819,247.263,713.802,114.795,953.362,688.614,nan
,-495.217,247.302,714.297,115.301,957.589,760.362,0
,-49.819,247.398,715.736,116.165,9.646,136.433,0
,-500.172,247.249,716.842,116.837,970.446,0,0
,-49.819,247.212,715.444,115.237,957.221,488.987,0
,-492.244,247.271,716.332,114.817,953.627,100.345,0
,-493.235,247.268,716.246,115.119,956.146,89.344,0
,-499.181,247.348,716.524,114.243,948.728,201.176,0
,-490.262,247.288,712.744,115.402,958.461,nan,0
,-497.199,247.353,726.166,115.969,963.055,240.714,0
,-491.253,247.258,712.327,116.423,966.993,327.712,0
,-485.307,247.212,nan,116.037,963.868,124.083,0
,-417.921,247.222,712.256,115.067,955.792,131.962,0
,-114.681,247.226,7.1223,116.529,967.931,0,0
,194.504,247.215,711.861,118.426,983.707,176.527,0
,489.815,247.141,711.929,120.274,999.189,175.288,0
,68.702,24.727,712.127,123.554,10.2619,223.632,0
,956.566,247.183,712.107,124.887,10.3744,144.807,0
,1.5462,247.187,712.042,127.579,10.5971,153.583,0
,177.412,247.187,712.059,130.716,10.8585,55.347,0
,2.007,247.271,7.118,135.879,11.2856,nan,0
,230.529,247.133,713.163,138.95,11.5436,233.308,0
,246.682,247.175,712.744,139.963,11.6269,788.147,0
,242.222,247.237,712.643,139.91,11.6211,591.898,0
,227.556,247.141,712.784,139.823,11.616,0,0
,211.997,247.243,712.908,137.88,11.4524,717.608,0
,181.277,247.177,7.1332,134.945,11.21,531.338,0
,154.719,247.147,714.007,133.702,11.1074,31.085,nan
,147.881,nan,713.828,132.851,11.0342,43.459,0
,147.584,247.228,713.774,132.304,10.9896,125.069,0
,169.484,247.183,7.1369,131.664,10.9373,1.8096,0
,200.799,247.161,713.483,134.159,11.145,900.633,0
,226.565,247.157,713.635,135.937,11.2929,823.134,0
,2.4688,247.191,713.776,137.232,11.3997,933.592,0
,277.006,247.203,713.591,139.619,11.5977,0,0
,306.933,247.277,713.655,141.157,11.7238,698.711,0
,nan,247.342,713.377,145.819,12.1096,306.639,873.555
,358.464,247.232,712.797,147.53,12.2542,0,270.151
,358.464,247.246,712.458,147.813,12.2773,32.013,169.151
,358.266,247.249,712.437,147.406,12.2435,180.133,165.449
,357.869,247.327,712.303,147.675,12.2641,248.332,17.579
,358.365,247.223,712.278,147.505,12.2523,112.619,166.594
,358.662,247.287,712.154,147.325,12.236,171.896,135.857
,358.266,247.231,7.1205,148.114,12.3028,312.087,143.003
,nan,247.286,712.279,147.289,12.233,152.375,797.618
,3.2923,247.299,712.232,nan,12.0151,492.124,0
,3.0723,247.193,712.038,143.604,11.9289,365.312,0
,284.141,24.73,712.135,141.114,11.7198,144.779,0
,254.609,247.214,712.576,139.009,11.5468,160.142,0
,250.546,247.215,712.657,136.58,11.345,173.186,0
,233.403,24.722,712.532,136.739,11.3582,784.494,0
,162.944,247.361,nan,132.098,10.9698,232.223,0
,649.363,247.305,712.791,127.704,10.6059,109.309,0
,-740.512,247.222,711.998,123.292,10.2399,125.621,0
,-256.391,247.212,712.183,113.377,941.775,nan,0
,-261.346,247.311,712.379,111.509,926.083,0,0
,-262.337,247.218,709.468,110.826,920.574,188.095,nan
,-343.597,247.187,707.254,110.061,914.266,2.1977,0
,-494.226,247.189,7.1007,109.698,911.248,0,0
,-487.289,247.181,7.1191,109.814,912.228,147.966,0
,-485.307,247.293,709.779,109.545,909.807,348.415,0
,nan,247.197,7.0798,108.127,8.9819,130.047,0
,-491.253,247.305,707.325,108.543,901.459,589.039,0
,-489.271,247.262,709.985,108.844,904.032,0,0
,nan,247.214,711.352,108.808,903.819,0,0
,-494.226,247.282,708.727,109.416,908.752,148.331,0
,-494.226,247.229,718.607,109.721,911.374,203.833,0
,-493.235,247.243,716.346,110.954,921.591,1.5915,0
,-495.217,247.206,711.605,110.719,9.1962,112.242,0
,-434.767,247.206,711.605,110.46,917.551,0,0
,-233.599,247.262,715.566,110.798,920.268,173.483,0
,102.343,247.169,7.1576,113.473,942.642,210.456,0
,nan,247.116,nan,116.333,966.496,11.549,0
,703.866,247.228,715.303,118.748,986.355,185.955,0
,896.116,247.355,715.302,120.936,10.0429,136.468,0
,1.1944,247.246,715.482,123.981,10.2979,0,181.036
,150.854,247.273,715.082,128.236,10.6508,363.456,0
,1.8098,247.342,714.834,129.245,10.7332,2.1254,0
,199.808,247.336,714.625,131.423,10.9142,634.795,0
,226.069,247.243,7.1452,134.654,11.1844,128.178,0
,257.979,247.279,714.623,137.135,11.3898,206.126,0
,273.735,247.192,714.549,140.247,11.6501,937.234,0
,272.843,247.299,714.503,141.319,11.7369,180.458,0
,255.303,247.344,714.548,138.712,11.5194,177.114,0
,224.087,247.201,714.581,136.521,11.3404,0,0
,200.898,247.293,715.178,135.247,11.2327,687.485,0
,177.511,247.252,7.1501,133.455,11.0847,102.715,0
,147.881,24.722,715.185,131.835,10.9508,282.131,0
,101.801,247.132,715.194,128.403,10.665,0,0
,861.432,247.197,715.466,125.518,10.4277,161.314,0
,594.859,247.262,715.344,nan,10.1183,1.4407,0
,385.763,247.222,715.672,119.824,995.305,387.036,0
,627.037,247.299,715.707,117.307,974.257,0,0
,-134.501,247.365,715.674,114.712,952.587,159.376,0
,-432.785,247.283,715.936,114.078,9.4747,652.053,0
,-496.208,247.353,714.666,111.579,926.595,128.485,0
,-30.594,247.341,718.308,112.26,932.273,222.747,0
,-671.144,247.414,715.747,114.296,949.052,161.338,0
,26.189,247.282,714.583,116.376,9.6656,112.669,0
,531.436,247.181,714.457,118.11,981.144,151.698,0
,742.515,247.249,714.053,120.713,10.0264,149.112,0
,105.467,247.277,714.011,124.097,10.3069,148.018,0
,136.485,247.283,713.722,126.315,10.4911,140.828,0
,166.115,247.333,713.847,128.404,10.6636,143.529,0
,186.232,247.339,714.011,130.611,10.8468,618.316,0
,212.592,247.327,7.1408,132.675,11.0184,480.308,0
,242.718,247.323,713.838,136.145,11.3066,924.731,0
,2.7433,247.321,713.513,137.851,11.4484,1.6625,0
,273.537,247.257,713.511,139.889,11.619,199.685,0
,2.6888,247.228,713.524,141.104,11.7206,345.842,0
,254.114,247.249,713.543,138.781,11.5271,234.453,0
,197.727,nan,713.864,136.67,11.3523,600.475,0
,183.755,247.231,7.1385,134.25,11.1512,0,0
,164.926,nan,713.834,131.906,10.9555,0,0
,134.899,247.203,713.875,130.509,10.841,903.505,0
,118.548,nan,713.778,128.443,10.6682,1.5249,0
,984.313,24.722,7.1415,125.847,10.4534,129.365,0
,724.677,247.291,714.388,122.871,10.2048,511.945,0
,559.184,247.318,714.731,121.493,10.0899,990.519,0
,518.554,247.237,714.731,120.527,10.0111,151.757,0
,596.841,247.316,714.669,119.833,995.209,982.696,0
,84.954,247.231,714.284,120.283,9.991,256.148,0
,108.143,247.197,714.042,122.909,10.2098,350.278,0
,138.863,nan,714.085,125.973,10.4634,184.679,0
,169.088,247.364,714.048,128.123,10.6396,123.413,0
,194.853,247.348,713.964,129.578,10.7607,583.145,0
,214.277,247.341,7.137,132.062,10.9672,217.897,0
,274.231,247.423,713.899,134.808,11.1935,164.154,0
,304.654,247.265,713.689,137.597,11.427,114.502,0
,325.068,247.265,713.689,139.712,11.6041,165.201,0
,349.149,247.274,713.395,143.524,11.9205,882.869,0
,348.851,247.417,7.1333,144.864,12.0287,273.299,0
,346.275,247.296,712.576,145.647,12.0964,252.705,0
,3.1714,247.333,712.716,144.93,12.036,121.505,0
,247.078,247.165,712.911,142.344,11.8249,2.8114,0
,213.484,247.361,7.1325,135.878,11.2836,119.623,0
,142.827,247.212,714.218,132.668,11.0202,327.182,0
,729.632,247.297,714.733,125.737,10.4427,141.018,0
,48.486,247.333,714.584,122.934,10.2093,119.312,0
,-257.382,247.407,716.132,116.761,969.527,141.188,nan
,-519.991,247.364,715.774,112.376,933.198,125.979,0
,-520.982,247.336,715.818,111.194,9.2343,572.592,0
,-681.054,247.398,714.119,110.61,918.471,160.639,0
,822.784,247.364,713.025,116.898,970.749,752.185,159.069
,147.584,nan,713.356,123.244,10.2354,266.239,0
,845.576,247.342,713.175,123.185,10.2299,775.512,0
,993.699,247.364,7.1585,119.104,989.067,758.563,0
,-511.072,247.451,716.494,115.891,962.458,491.301,0
,-519,247.401,716.101,111.637,926.911,276.269,0
,-519.991,247.429,716.136,nan,919.796,299.479,0
,-518.009,247.373,716.205,110.246,915.492,141.259,0
,-519.991,247.449,716.268,109.349,907.918,139.936,0
,-519,247.432,7.1616,109.058,nan,759.836,0
,-515.036,247.345,717.107,109.399,9.085,128.198,0
,-529.901,24.748,717.045,110.233,915.198,1.6351,0
,-517.018,24.741,7.1702,110.494,9.1749,838.464,0
,-519.991,247.505,716.904,111.24,9.2352,166.066,0
,-519.991,247.444,716.926,110.704,919.175,115.503,nan
,-520.982,247.494,717.024,110.644,918.594,825.062,0
,-514.045,247.435,716.871,111.241,923.648,151.081,0
,-518.009,24.742,717.182,109.794,911.657,153.167,0
,-516.027,247.449,716.636,110.886,920.678,127.505,0
,-516.027,nan,716.427,109.588,909.857,468.783,0
,-515.036,247.579,716.602,109.473,908.756,177.501,0
,-518.009,247.664,717.075,109.531,909.209,228.129,0
,-512.063,24.749,716.697,110.562,917.914,192.774,0
,-527.919,247.488,716.476,111.005,921.601,184.682,0
,-519,247.484,716.203,110.1,914.087,846.959,0
,-518.009,247.463,7.1707,111.465,925.462,70.494,0
,-52.891,247.578,717.359,111.765,927.756,642.506,0
,-554.676,247.475,717.547,110.865,920.458,461.821,0
,-544.766,247.451,749.331,104.089,864.243,111.336,0
,-547.739,247.013,718.714,974.159,809.488,546.926,297.266
,-551.703,246.073,682.852,955.226,795.138,460.289,380.121
,-547.739,245.284,683.599,953.472,794.839,445.783,621.436
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
,nan,nan,nan,nan,nan,nan,nan
